nid	module	name
3fc3bbb1	cellSsl	ERR_error_string
400b7e88	cellFontFT	FTFaceH_GetGlyphMetrics
4014c246	cellMusicUtility	cellMusicSetVolume2
40187c25	cellOskExtUtility	cellOskDialogExtEnableClipboard
4020f5ef		cbrt
4026eac5	sceNp	sceNpBasicRegisterContextSensitiveHandler
40524325	cellVpost	cellVpostOpenEx
40547d8b	cellHttp	cellHttpClientSetVersion
4056c932	cellSysutil	cellSysutilAvcSetVoiceMuting
405f9727		_log1pf4fast
406d1e1a	cell_FreeType2	FT_Matrix_Multiply
40719c8c	cellSysutil	_ZN16sysutil_cxmlutil11FixedMemory3EndEi
408a622b	cellL10n	ToEucJpHira
409409af		_ZNSt13basic_filebufIcSt11char_traitsIcEE6setbufEPci
409ad939	sysPrxForUser	sys_mmapper_free_memory
40a2599a		atol
40a2e212		_fabsf4
40ad67eb	libmedi	cellMediatorCreateContext
40b34847	cellSysutil	cellSaveDataUserFixedSave
40bc33c8	cellSysutilAvcExt	cellSysutilAvcExtSetWindowSize
40c7538e	cellSysutil	cellSysutilUnregisterCallbackDispatcher
40d04e4e		fwide
40d40544	cellFont	cellFontEndLibrary
40e0ff25		_WGenld
40e895d3	cellSysutil	cellSysutilGetSystemParamInt
4109d08c	cellAudio	cellAudioGetPortTimestamp
410d42be	sceNpCommerce2	sceNpCommerce2DoDlListFinishAsync
4111b546		_LExp
411434bb		asinf
411b923e		_ZSt9use_facetISt8numpunctIcEERKT_RKSt6locale
41251f74	sceNp2	sceNp2Init
41283333		isdigit_ascii
4129fe2d	cellAudio	cellAudioPortClose
4137a1f6	cellHttp	cellHttpRequestGetChunkedTransferStatus
4148e091		_ZNKSt9money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE8_GetmfldERS3_S5_bRSt8ios_base
414c5ecc		_f_hypotf
4152669c		scalbln
415ed9dc	cellSubDisplay	cellSubDisplayGetTouchInfo
417851ce		feholdexcept
417f47af		_ZSt9use_facetISt10moneypunctIcLb0EEERKT_RKSt6locale
418036e3		_FTgamma
4189a367		remquo
418bdfe1		_get_fd
41a90dc4	cellGifDec	cellGifDecSetParameter
41ae9c31	libgem	cellGemUpdateFinish
41b4a5ae	cellL10n	UHCstoUCS2s
41bc2ca1	cellSysutil	cellSaveDataFixedSave
41ccf033	cellL10n	ToEucJpKata
41d1b236		_f_rintf
41f20828	cellSysutil	cellOskDialogDisableDimmer
41ffd4f2	sceNp	sceNpScoreGetClansMembersRankingByNpIdPcId
420de176	cell_FreeType2	FT_Glyph_Copy
4210c462	sceNp	sceNpManagerGetSigninId
4217b4cf		difftime
4219de31	libgem	cellGemEnableCameraPitchAngleCorrection
42205fe0	cellHttp	cellHttpRequestGetAllHeaders
4232b0db		_sys_panic
42332cb7	sceNpClans	sceNpClansTerm
42439db5	cellOskExtUtility	cellOskDialogExtSendFinishMessage
425fef23	cellSysutil	cellWebBrowserUpdatePointerDisplayPos2
4262e880	cellJpgEnc	cellJpgEncGetStreamInfo
42838145	cellL10n	HZstoUTF8s
4299a92c	sceNp	_Z40_sce_np_sysutil_recv_packet_fixedmem_subiPN16sysutil_cxmlutil11FixedMemoryERN4cxml8DocumentERNS2_7ElementE
42a2e133	cellGame	cellGameCreateGameData
42a32983	cellPhotoUtility	cellPhotoRegistFromFile
42b23552	sysPrxForUser	sys_prx_register_library
42c40b2f		_ZNSt12out_of_rangeD0Ev
42c716b5	cellDmux	cellDmuxGetAu
42c78ef2	libsnd3	cellSnd3VoiceSetReserveMode
42eb9508		_Fenv0
430309a1		ldexpf
430ce063	sceNp2	sceNpMatching2AbortContextStart
431a1dca	cellM4AacDec	_SceAdecCorrectPtsValue_M4Aac
431e1407	cellHttp	cellHttpClientGetConnectionWaitStatus
4323cda7	sys_net	_sys_net_lib_sysctl
432b3cbf	sceNpUtil	sceNpUtilBandwidthTestShutdown
433f6ec0	sys_io	cellKbInit
433fcb30	sceNp	sceNpScoreGetClansMembersRankingByNpIdPcIdAsync
433fe2a9		fwscanf
434419c8	cellHttp	cellHttpClientSetCookieStatus
4345a7c1	cellSsl	SSLCERT_get_notBefore
434881a0		cacosf
434c5123	cellSailRec	cellSailComposerInitialize
4357c77f	cellPhotoUtility	cellPhotoExportInitialize
435bff07	cellSpursJq	cellSpursJobQueuePort2GetJobQueue
435fc9f7	libsnd3	cellSnd3SetOutputMode
439fba17	cellPamf	cellPamfReaderGetEpIteratorWithTimeStamp
43b989f5	sceNp	sceNpBasicSendMessageAttachment
43d522f4		cabsl
43ddab4f	cellSpursJq	cellSpursJobQueueAttributeInitialize
44115dd0		_Geterrno
441a1c2b	cellImeJpUtility	cellImeJpEnterString
442381f7	sceNp	sceNpManagerSubSignin
44265c08	sysPrxForUser	_sys_heap_memalign
44328aa2	sys_net	sys_net_close_dump
44567b8f	cellSsl	ERR_clear_error
445c878f	sys_fs	cellFsSdataOpenWithVersion
44608862	cellImeJpUtility	cellImeJpOpen
4466c0e2	cellSysutilAvcExt	cellSysutilAvcExtShowPanelEx
44673f07	cellCamera	cellCameraRemoveNotifyEventQueue2
44796e5c		strerror
449317ed		_Fopen
44946174	libad_async	sceAdAsyncOpenContext
44951709	cell_FreeType2	FT_Glyph_Get_CBox
44a20e79	cellSail	cellSailGraphicsAdapterUpdateAvSync
44b1bc61	cellGifDec	cellGifDecDecodeData
44baeb86	libsnd3	cellSnd3SMFGetKeyOnID
44cd6308		remainder
44cf744b		tanhl
44d2ba34	cellSysutilAvconfExt	cellAudioOutGetConfiguration2
44d756d6	cellHttpUtil	cellHttpUtilFormUrlEncode
44d7cae8		raw_spu_read_float
44eca8b4	sceNpTus	sceNpTusDestroyTransactionCtx
44f05e73	sys_net	_sys_net_lib_if_nametoindex
44f5c9e3	cellPamf	cellPamfGetStreamOffsetAndSize
45010630		_ZNSt10moneypunctIcLb1EED0Ev
45034943		nan
4520d6a2		_ZNSt13basic_filebufIcSt11char_traitsIcEE5_LockEv
4524cccd	cellGcmSys	cellGcmBindTile
452ac4bb		floorf4
453f9e91		cbrtf
4544c2de		spu_thread_write_mem
455c4709	cellSailRec	cellSailRecorderDestroyVideoConverter
4569518c		malloc_stats
456dc4aa	cellCamera	cellCameraStart
459072c3		_init_TT800
4595c42b		wcsxfrm
459907c4	cell_FreeType2	FT_Stream_OpenGzip
459b4393	sysPrxForUser	_sys_strcmp
45ec2df6		_LEps
45f8f3aa	sceNp	sceNpCustomMenuRegisterActions
45fe2fce	sysPrxForUser	_sys_spu_printf_initialize
46034d2e		_ZNSt7num_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEED0Ev
460e5cb7		_ZNSt13basic_filebufIcSt11char_traitsIcEE7seekposESt4fposISt9_MbstatetENSt5_IosbIiE9_OpenmodeE
461534b4	cellPamf	cellPamfReaderSetStreamWithIndex
461dc8cc	cellUsbPspcm	cellUsbPspcmWaitRecvAsync
46356fe0	cellSync	_cellSyncLFQueueGetPopPointer2
4643ba6e	sysPrxForUser	sys_mmapper_unmap_memory
46497da6	sys_net	_sys_net_lib_get_system_time
464ff889	cellHttp	cellHttpResponseGetContentLength
4654e796	cell_FreeType2	FT_Get_Module
4659ca92	cellDtcpIpUtility	cellDtcpIpFinalize
46714ce1	cellSsl	SSL_state
468b45dc		mspace_calloc
4692ab35	cellSysutil	cellAudioOutConfigure
46a0285d	cellSysutil	cellWebBrowserDeactivate
46a2d878	cellSaveData	cellSaveDataFixedExport
46b66f76		csqrtl
46bcc9ff	cellHttp	cellHttpClientGetPerHostKeepAliveMax
46c3fb5a	cellSpursJq	_cellSpursJobQueuePortCopyPushBody
46ca7fe0	cellRtc	cellRtcConvertLocalTimeToUtc
46cf72d9		fdimf
46cfc013	cellAtrac	cellAtracAddStreamData
46d1234a	cellImeJpUtility	cellImeJpClose
46d8826f	cell_FreeType2	FT_Set_Char_Size
46e6c806	cellWMAdec	_SceAdecCorrectPtsValue_wma
47055fea	cellSail	cellSailRendererVideoFinalize
4711cb7f	cellGifDec	cellGifDecExtCreate
473cd9f1	cellHttp	cellHttpClientSetRedirectCallback
47433144		expm1f4fast
474609e2	cellVoice	cellVoiceGetMuteFlag
474b7b13	sceNpMatchingInt	sceNpMatchingJoinRoomGUI
475d855b		trunc
4761783a		_ZNSt13basic_filebufIcSt11char_traitsIcEE5imbueERKSt6locale
47632810	cellSail	cellSailPlayerReplaceEventHandler
476b5591		fmaf
477501f6	cellSail	cellSailPlayerOpenEsVideo
4797d1ff	cellAtrac	cellAtracGetNextSample
479c65d0	sceNpTus	sceNpTusGetFriendsDataStatus
47aab531		_ZNSt7_MpunctIcED0Ev
47b43dd4	cellImeJpUtility	cellImeJpOpen2
47ca71ef	cellFont	cellFontAdjustFontScaling
47e5c318		_ZNSt8_LocinfoD2Ev
47e9424a	sceNpTus	sceNpTusTryAndSetVariable
480886af	cellNetAoi	cellNetAoiInit
48108a23	cellMic	cellMicGetFormat
48154c9b	cellSync	cellSyncQueuePeek
48157605		_f_llrintf
481ce0e8	sceNp	sceNpBasicAbortGui
4826db61		fma
4826f6d5	sceNpClans	sceNpClansDisbandClan
4827e6be		_ZNKSt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEE6do_getES3_S3_RSt8ios_baseRNSt5_IosbIiE8_IostateERe
4830faf8	cellSailRec	cellSailRecorderStart
48436b2d	cellPngDec	cellPngDecExtCreate
4875601d		_exp2f4fast
487b613e	cellAdec	cellAdecStartSeq
487bbd1c		tanf4
487de998	sceNpClans	sceNpClansGetClanInfo
4885aa18	sceNp	sceNpTerm
488df791		cexp
489e22f1	cellAtracMulti	cellAtracMultiGetNextDecodePosition
48b3774f	sceNp	_Z27_sce_np_sysutil_recv_packetiRN4cxml8DocumentERNS_7ElementE
48bd97c7	sceNpTrophy	sceNpTrophyAbortHandle
48c001b0	cellRudp	cellRudpWrite
48c5020d	cellCelp8Enc	cellCelp8EncGetAu
48d101ef		_ZNKSt8ios_base7failure8_DoraiseEv
48d3eeac	cellRudp	cellRudpTerminate
48d462a9		_FDint
48dc7245	libsnd3	cellSnd3SMFSetPlayPanpot
48ff0164	cellDtcpIpUtility	cellDtcpIpActivate
490124fd	sceNp2	sceNpMatching2GetRoomMemberIdListLocal
49033e54	cellSsl	BIO_new_socket
4911ff9c		rand_int31_TT800
491cc554	cellSaveData	cellSaveDataListExport
491d6ba5	cellMusicDecodeUtility	cellMusicDecodeSetSelectionContext2
492d8224	cell_FreeType2	FT_Get_Renderer
4930ac11		logbl
4931b44e	cellL10n	UTF8toMSJIS
493212da		_ZNSt8time_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEED0Ev
494613c7	cellSpurs	cellSpursJobChainGetSpursAddress
49476a3d	cellSailRec	cellSailRecorderCreateVideoConverter
4952490e		_ZNSt8ios_base5clearENSt5_IosbIiE8_IostateEb
49609306	libgem	cellGemSetRumble
496258df	libsnd3	cellSnd3VoiceSetPanpotEx
49697fbc	libsynth2	cellSoundSynth2GetSwitch
496c6f50		_Getctyptab
496cfcd0	cellPngEnc	cellPngEncQueryAttr
4986187c	cellSysutil	_ZN8cxmlutil16CheckElementNameERKN4cxml7ElementEPKc
498a5036		raw_spu_write_mem
49a3426d	cellSpurs	cellSpursReadyCountSwap
49d18217	sceNpTrophy	sceNpTrophyGetGameInfo
49d9ddaf		_ZNKSt8numpunctIwE12do_falsenameEv
49da8c5f		_ZNKSt9money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE6do_getES3_S3_bRSt8ios_baseRNSt5_IosbIiE8_IostateERe
49f7d434		_ZNSt8numpunctIwED0Ev
4a0049c6		_Getpctype
4a071d98	sysPrxForUser	sys_interrupt_thread_disestablish
4a18a89e	sceNpMatchingInt	sceNpMatchingSetRoomInfoNoLimit
4a40969d		_Fac_tidy
4a5ae27d		f_exp2f
4a5b9659	cellSheap	cellKeySheapBufferNew
4a5eab63	cellSpurs	cellSpursWorkloadAttributeSetName
4a6465e3	cellSpurs	cellSpursCreateTaskset2
4a6ca9a6		powf4
4a799510		_ZNKSt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEE6do_getES3_S3_RSt8ios_baseRNSt5_IosbIiE8_IostateERl
4ab0b9b9	sys_net	sys_net_set_test_param
4ab1fa77	sys_io	cellKbCnvRawCode
4ab22a63		_Caddcc
4ab5fbe2		_Printf
4abe830e	cellUsbPspcm	cellUsbPspcmWaitBindAsync
4ac76585	cellRec	cellRecClose
4ac7bae4	cellSpurs	cellSpursEventFlagClear
4add664c		feclearexcept
4ae52dd3		exp2
4ae8d215	cellGcmSys	cellGcmSetFlipMode
4ae979df	cellSail	cellSailSoundAdapterPtsToTimePosition
4aec14d5		_ZNSt12length_errorD1Ev
4aecea24	libmedi	cellMediatorGetSignatureLength
4aef2877	cellMusicDecodeUtility	cellMusicDecodeFinalize2
4af23efa	cellUsbPspcm	cellUsbPspcmSendAsync
4af28f31		_FErf_small
4aff73cc		_ZSt14_Debug_messagePKcS0_
4b03d5b2		f_rintf
4b1383fb	cellSheap	cellSheapAllocate
4b1ad744		_ZdaPvjRKSt9nothrow_t
4b2f301a	sysPrxForUser	_sys_tolower
4b33942a	cellHttp	cellHttpClientAddHeader
4b36c0e0		vfscanf
4b3bbacb	cellL10n	BIG5toUTF8
4b478cdd	cellFontFT	FTFaceH_GetAscender
4b4cbf7a	cell_FreeType2	FT_Outline_Embolden
4b55f456	sys_lv2dbg	sys_dbg_get_ppu_thread_name
4b573039	cell_FreeType2	FT_Get_Glyph
4b584841		f_asinf
4b5a8abc		_ZNSt13basic_filebufIwSt11char_traitsIwEE6setbufEPwi
4b6a4010		vswprintf
4b6e8560	cellSysutil	cellWebBrowserCreateRenderWithRect2
4b77752f	cellVideoPlayerUtility	cellVideoPlayerInitialize
4b9efb7a	sceNp	sceNpManagerGetCachedInfo
4bb8e2b2		raw_spu_write_ushort
4bbc14e6	cell_FreeType2	FT_Stroker_CubicTo
4bbf59d0		_sys_net_eurus_post_command
4bc193c7		_ZNSt10ostrstreamC2EPciNSt5_IosbIiE9_OpenmodeE
4bc591d7	cell_FreeType2	FT_Vector_Transform
4bd5073a	sys_fs	cellFsGetBlockSize2
4bda379a		_ZNSt8ios_base4InitC1Ev
4bdec82a	cellSysutil	cellHddGameCheck2
4be810bc	cell_FreeType2	FT_Get_Name_Index
4bee7ba9		_ZNSt8ios_base7failureD1Ev
4c0219a5	cellCamera	cellCameraOpenPost
4c188caa	cellMusicUtility	cellMusicGetContentsId
4c191088	cellSail	cellSailDescriptorGetUri
4c1d59e8	cellSailRec	cellSailComposerTryGetEsUserAu
4c3f5f29		_Getgloballocale
4c4b9665	cellSysutilAvc2	cellSysutilAvc2IsCameraAttached
4c75deb8	cellSpurs	cellSpursUnsetExceptionEventHandler
4c7dc863		iswupper
4c8b7e01	cellSsl	R_time_free
4cb35e7d		_ZNSt9time_baseD1Ev
4cb5fa99		nexttoward
4cc54f8e	cellSail	cellSailFutureInitialize
4cc9b68d	sys_io	cellPadPeriphGetInfo
4cce88a9	cellSpurs	cellSpursLookUpTasksetAddress
4cdab0ba		_ZNSt7_MpunctIwED0Ev
4ce3fc00	cell_FreeType2	FT_Get_Multi_Master
4ceb9694	cellSpurs	cellSpursGetJobChainInfo
4cef342e	sys_fs	cellFsAioWrite
4d06aef7	sceNpClans	sceNpClansAddBlacklistEntry
4d0b3b1f	sys_io	cellMouseInfoTabletMode
4d19c631	cellFont	cellFontSetupRenderScalePoint
4d1e9373	cellSpurs	cellSpursEventFlagGetClearMode
4d249136	libmedi	cellMediatorGetUserInfo
4d348427		fputs
4d40cf98	cellHttp	cellHttpClientGetProxy
4d4a094c	sceNpCommerce2	sceNpCommerce2Term
4d5e0670	sceNp	sceNpScoreGetClansMembersRankingByRangeAsync
4d5ff8e2	sys_fs	cellFsRead
4d7ce993	cellGcmSys	cellGcmSetSecondVFrequency
4d878773		remainderf4
4d89a149	cellSysutil	_ZNK4cxml9Attribute7GetFileEPNS_4FileE
4d915204	cellHttp	cellHttpClientSetCookieSendCallback
4d9b75d5	sys_io	cellPadEnd
4d9c615d	sceNp	sceNpBasicGetClanMessageEntry
4da349b2	cellSync	cellSyncQueueSize
4da6d7e0	cellSync	cellSyncQueuePop
4daf3fcf		_ZNSt15basic_streambufIcSt11char_traitsIcEE6xsgetnEPci
4db200ef	cell_FreeType2	FT_List_Find
4dd03a4e	cellSysutil	cellSaveDataListAutoSave
4ddb926b		powf
4de203e2	cellSpurs	cellSpursSetPreemptionVictimHints
4de501b1	cellPamf	cellPamfReaderGetPresentationStartTime
4ded9f6c	sys_lv2dbg	sys_dbg_signal_to_ppu_exception_handler
4e010403		copysign
4e0b69ee	cellMic	cellMicGetFormatRaw
4e153e3e	cellSpurs	cellSpursGetWorkloadInfo
4e1a17a6	cellSpursJq	_cellSpursJobQueuePortPushBody
4e2ee031	cellSync2	cellSync2SemaphoreGetCount
4e34cf83		_ZNSbIwSt11char_traitsIwESaIwEE5_GrowEjb
4e456e81	cellUsbd	cellUsbdFreeMemory
4e4be299		longjmp
4e4ee53a	cellHttp	cellHttpCreateClient
4e5cd916		_ZNKSt8numpunctIwE11do_groupingEv
4e66d483	cellSpurs	cellSpursDetachLv2EventQueue
4e72f810		wmemchr
4e88c68d	cellSync	_cellSyncLFQueueCompletePushPointer
4e949da4	fs_utility_init	fs_utility_init_4E949DA4
4e9bb95b	cellBGDLUtility	cellBGDLGetInfo
4eb5eb51		sin
4ec89bf8		_ZNSt7collateIcE7_GetcatEPPKNSt6locale5facetE
4ec8c141	cellSysutilAvconfExt	cellVideoOutConvertCursorColor
4ee1b202	cell_FreeType2	FT_List_Finalize
4ef0eb8e		_ZNSt12strstreambuf7seekoffElNSt5_IosbIiE8_SeekdirENS1_9_OpenmodeE
4ef182dd	cellUsbPspcm	cellUsbPspcmResetAsync
4f36cf3f	cell_FreeType2	FT_Get_Char_Index
4f5094b1	libsynth2	cellSoundSynth2SetEffectMode
4f5d8d20	cellHttp	cellHttpResponseGetHeader
4f7172c9	sysPrxForUser	sys_process_is_stack
4fa4f5ec		nexttowardf
4fa5ad09	cellSail	cellSailPlayerReopenEsAudio
4fc86b2c	cellFiber	cellFiberPpuUtilWorkerControlDisconnectEventQueue
4fde96de		_ZNSt15basic_streambufIwSt11char_traitsIwEED1Ev
4fe14d09	cellOskExtUtility	cellOskDialogExtAddOptionDictionary
4fec43a9	cellSailRec	cellSailRecorderSetFeederVideo
4ffba189		feof
5015b8d3		_ZSt7_FiopenPKwNSt5_IosbIiE9_OpenmodeEi
50183b44	cellSysutil	cellSaveDataFixedLoad
501c412f		cargf
50453aa8	sys_lv2dbg	sys_dbg_get_mutex_information
505fa917	cellSysutil	_ZN8cxmlutil7GetFileERKN4cxml7ElementEPKcPNS0_4FileE
508196b4		raw_spu_printf
508e00c6		_Getloc
50affdc1	cellSailRec	cellSailRecorderCreateProfile
50b34c09		_ZNKSt9exception4whatEv
50b83205	cellPamf	cellPamfEpIteratorMove
50b86d94	sceNp	sceNpSignalingAddExtendedHandler
50d3abd4	libsnd3	cellSnd3SMFGetPlayStatus
50ea75bc	cellHttpUtil	cellHttpUtilCopyStatusLine
50ec3696	cell_FreeType2	FT_Get_PFR_Metrics
5102ac61		_ZNKSt7_MpunctIwE14do_curr_symbolEv
5119680b		_ZNSt8_LocinfoD1Ev
511d386b	cellL10n	EUCJPstoSJISs
5127dcd1		_ZNSsC1Ev
516ee89e	cellResc	cellRescInit
5175abb9	sceNpTus	sceNpTusGetDataAsync
519ebb77		floor
51b09e1d	cell_FreeType2	FT_Open_Face
51b28904		_Stodx
51c9d62b	cellGcmSys	cellGcmSetDebugOutputLevel
51ccbe09	cellSysutilAvcExt	cellSysutilAvcExtLoadAsyncEx
51e7cc21	cellSysutil	cellSysutilSharedMemoryAlloc
51ecf361	cellSail	cellSailFutureIsDone
5202e53b	cellSpurs	cellSpursJobChainSetExceptionEventHandler
522180bc	cellHttp	cellHttpsInit
522b0457		_ZNSt10istrstreamD0Ev
52330fbd		_ZNSt13runtime_errorD0Ev
523a96c4	cellSysutil	cellGameDataSetSystemVer
52541151	cellSaveData	cellSaveDataFixedImport
5267cb35	sysPrxForUser	sys_spinlock_unlock
52696620	sys_crashdump	sys_crash_dump_get_user_log_area
526a496a		write
527c6439	cellGcmSys	cellGcmTerminate
52911bcf	cellDmux	cellDmuxQueryEsAttr2
529231b0	cellSaveData	cellSaveDataUserFixedImport
5298ef8e		_ZdaPvRKSt9nothrow_t
529afc47	cellFontFT	FTFaceH_SetRenderScalePoint
529d4301		_Denorm
52a1f1ec	cell_FreeType2	FT_Outline_GetInsideBorder
52a6b523	sceNp	sceNpManagerUnregisterCallback
52aac4fa	cellSysutil	cellSaveDataUserAutoSave
52aadadf	sysPrxForUser	sys_lwcond_signal_to
52b7883f	cellL10n	UTF8stoBIG5s
52cc6c82	cellSpurs	cellSpursCreateTaskset
52d9457a	cellSysutil	cellWebBrowserConfigSetFullVersion2
5316b4a8	cellRtc	cellRtcIsLeapYear
532b03be		raw_spu_read_uint
532b8aaa	cellCamera	cellCameraGetAttribute
5333bdc9		_ZNKSt13runtime_error4whatEv
533f41df	cellRemotePlay	cellRemotePlayGetStatus
534e785f	cellFont	cellFontGlyphGetVerticalShift
53558b6b	cellL10n	UTF16stoUCS2s
53693d40		_ZSt11setiosflagsNSt5_IosbIiE9_FmtflagsE
53764725	cellL10n	UCS2stoGB18030s
53c71ac2	cellL10n	EUCJPtoSJIS
53d03ce1	sceNpSns	sceNpSnsFbCheckThrottle
53e38ff2	cellFontFT	FTFaceH_GetRenderEffectSlant
53e39df3	cellSysutil	cellOskDialogSetSeparateWindowOption
53eb43a1		_Getpmbstate
53f529fe	cellFont	cellFontGlyphSetupVertexesGlyph
540d9068	cellSearchUtility	cellSearchGetOffsetByContentId
5420e419	sys_net	sys_net_show_nameserver
542b74cc	sceNpCommerce2	sceNpCommerce2EmptyStoreCheckStart
5438d7d8		_ZdaPvS_
5468d6b0	cellSubDisplay	cellSubDisplayAudioOutNonBlocking
547fb4a7		sinf4fast
54876603	cellSpurs	cellSpursQueueSize
5491b9d5	cellRtc	cellRtcFormatRfc2822
54ac3519	cellVoice	cellVoiceGetPortInfo
54b383bc		_Locvar
54c2844e		spu_raw_snprintf
54c53688	cellSail	cellSailSourceNotifyInputEos
54ca1e88	libsnd3	cellSnd3SMFResume
54cc1c3f	cellSysutil	_ZNK4cxml7Element13GetFirstChildEv
54cfb78b	cellSailRec	cellSailRecorderUnsubscribeEvent
54d2fb8c		rintf
54f2a4de	cellHttp	cellHttpRequestSetHeader
54f57626		rewind
54f59807	cellL10n	EUCJPtoUCS2
54f81789	cellRudp	cellRudpSetMaxSegmentSize
54fc2032	cellSync	_cellSyncLFQueueAttachLv2EventQueue
550255f7		_ZNKSt7codecvtIccSt9_MbstatetE10do_unshiftERS0_PcS3_RS3_
55104762	cell_FreeType2	FT_Get_BDF_Charset_ID
55123a25	cellUserInfo	cellUserInfoSelectUser_SetList
5516bbbf		iswctype
5516d621		acosl
551a95fc	cellSailRec	cellSailRecorderSubscribeEvent
551d80a5	cellSubDisplay	cellSubDisplayEnd
55481e6f		_ZNSt15basic_streambufIwSt11char_traitsIwEE9showmanycEv
5560c79e		_ZNSdD1Ev
55836e73	cellSync2	_cellSync2MutexAttributeInitialize
558700f6	cellNetCtl	cellGameUpdateCheckStartWithoutDialogAsyncEx
55870804	cellFiber	_cellFiberPpuInitialize
559234a3	cellRtcAlarm	cellRtcAlarmUnregister
55b3ebf2		_ZNSt9strstreamC2EPciNSt5_IosbIiE9_OpenmodeE
55b4350b	cellGcmSys	cellGcmSetFlipMode2
55c70783	cellPhotoUtility	cellPhotoInitialize
55c8a549		truncl
55d4866e		fgetws
55d7bbfd	cellSysutilAvc2	cellSysutilAvc2MicRead
55dc23de	cellCelpEnc	cellCelpEncStart
55e425c3	cellSysutil	cellVideoOutGetConvertCursorColorInfo
55f6921c	cellL10n	UCS2stoGBKs
560f717b	sceNpClans	sceNpClansLeaveClan
562da42b	libmixer	cellSSPlayerGetState
563fd2be		_ZNSt6localeC2ERKS_PKci
5656ccff		_ZNKSt7collateIcE10do_compareEPKcS2_S2_S2_
5659da82	cellSpursJq	cellSpursJobQueueGetMaxSizeJobDescriptor
5676f81c	cellAudio	cellAudioSetPersonalDevice
56776c0d	cellKey2char	cellKey2CharGetChar
568b2352	cellSpurs	cellSpursSemaphoreGetTasksetAddress
569674e3	cellSpurs	cellSpursTraceInitialize
56bc5a7c	sceNpClans	sceNpClansGetBlacklist
56c573a8		log1p
56d3a5ab	sceNpTus	sceNpTssGetData
56d3d4f0		_ZNSt9bad_allocD1Ev
56dfe179	cellAudio	cellAudioSetPortLevel
56fac416		_ZNKSt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE6do_getES3_S3_RSt8ios_baseRNSt5_IosbIiE8_IostateERe
571afaca	cellSsl	cellSslCertificateLoader
571dc686	cellSysutilMisc	cellSysutilGetLicenseArea
5721e711	sceNp2	sceNpMatching2JoinRoom
57390c45	cellSailRec	cellSailComposerGetEsAudioAu
57415dd3	cellSailRec	cellSailFeederVideoInitialize
5751acf9		_LDscale
575e9b6e		asinl
575fb268		wctrans
576831ae	cellRudp	cellRudpGetRemoteInfo
576e31a5	cell_FreeType2	FT_Select_Size
577c2695		_ZNSt6_Mutex5_LockEv
5783a454	cellSail	cellSailMp4MovieGetMovieInfo
578e3c98	sys_io	cellPadSetPortSetting
57bd4b22	libsnd3	cellSnd3SMFPlayEx
57dbcf27		_Inf
57e4dec3	cellSpurs	cellSpursRemoveWorkload
57ef52f0		_ZNSt15basic_streambufIwSt11char_traitsIwEE7_UnlockEv
57f0d642	libsynth2	cellSoundSynth2Generate
57ff7dd7		_WStod
580f8203	sys_lv2dbg	sys_dbg_vm_get_page_information
581fc95b		_ZNSt5ctypeIcED0Ev
58246762	cellL10n	EUCKRtoUHC
58320830		_WLitob
585269bc	cellPngEnc	cellPngEncGetStreamInfo
5853be79	sys_net	sys_netset_if_down
5868a9f7	cellGcmSys	cellGcmGetLastFlipTime2
589b5314		strncat
58a04247	sceNp2	sceNpMatching2GetRoomMemberDataInternalLocal
58a47a3d	libsnd3	cellSnd3SMFGetPlayChannel
58ab1999	cellMusicDecodeUtility	cellMusicDecodeGetContentsId
58b02458	libsnd3	cellSnd3KeyOffByID
58b963e5	cellSysutil	_ZN4cxml7Element11AppendChildERS0_
58bc5870	cellCamera	cellCameraGetType
58be9a0f	cellSync2	cellSync2CondInitialize
58c89c4a	cellSysutil	cellWebBrowserEstimate
58d58fcf	cellSpurs	cellSpursTasksetGetSpursAddress
58eb9e57		fabs
58fa4fcd	sceNp	sceNpManagerGetTicketParam
58fad1c1		_ZNSt5ctypeIwE7_GetcatEPPKNSt6locale5facetE
5909e3c4		memset
590a276e	sys_lv2dbg	sys_dbg_mat_get_condition
591c21a8	cellHttp	cellHttpClientGetKeepAlive
5923488b	cell_FreeType2	FT_List_Insert
59431d1b	cellAtracMulti	cellAtracMultiGetRemainFrame
59432970	sceNpTus	sceNpTusSetTimeout
5949408e		_ZNSt8ios_base5_TidyEv
595adee9	cellHttp	cellHttpClientSetPerHostKeepAliveMax
59640bc6		raw_spu_read_ullong
596ab55c		atanh
596df41c	cellL10n	UCS2toSJIS
596f0a56	cellPhotoDecodeUtil	cellPhotoDecodeInitialize
59743b2b	sceNpClans	sceNpClansSendMembershipRequest
5980a293	cellHttp	cellHttpClientGetAutoAuthentication
59b1ede1	cellGameExec	cellGameGetHomeDataExportPath
59bbebd4	cellGameExec	cellGameGetHomePath
59c1bb1f		_Getpwcstate
