nid	module	name
79770e3b	sceNpTrophy	sceNpTrophyGetGameDetails
79819dbf		fputc
7994c28d		_FDtentox
79a415f8		_ZNSbIwSt11char_traitsIwESaIwEE6insertEjjw
79a6abd0	cellSheap	cellKeySheapQueueDelete
79ad3575		_ZTv0_n12_NSoD1Ev
79b61646	sys_net	sys_net_show_route
79ba9b5c		expl
79eadf05		malloc_usable_size
79eff338	cellSysutil	_ZNK4cxml4File7GetAddrEv
7a0329a1	sys_fs	cellFsAllocateFileAreaWithoutZeroFill
7a062d26	cellPngDec	cellPngDecGetcHRM
7a077dcc	cellGcmSys	cellGcmSetFlipImmediate2
7a0a83c4	cellFontFT	cellFontInitLibraryFreeTypeWithRevision
7a180518		_ZNSt10money_baseD0Ev
7a18c2b9	cellImeJpUtility	cellImeJpCurrentPartConfirm
7a1b6eab	cellUsbd	cellUsbdHSIsochronousTransfer
7a218453	libsynth2	cellSoundSynth2SetEffectAttr
7a51deee	cellSync	_cellSyncLFQueueCompletePopPointer2
7a52bf69	cellSailRec	cellSailRecorderInitialize
7a69ecc1	cellSysutilAvc2	cellSysutilAvc2SetWindowAttribute
7a7a1ed3	libad_async	sceAdAsyncConnectContext
7a893af1		_rsqrtf4
7a9c2243	cellScreenShotUtility	cellScreenShotSetOverlayImage
7aaab95c		iswblank
7ab47f7e	cellFont	cellFontEnd
7ab679da		f_cosf
7ac7d170	libmixer	cellAANAddData
7ae82e0f		vsprintf
7aee5acd		_Lockfilelock
7af8a37f	cellResc	cellRescSetRegisterCount
7af9e578	cellPamf	cellPamfReaderGetEpWithTimeStamp
7aff3242		_Snan
7b034c78	sysPrxForUser	sys_rsxaudio_prepare_process
7b1db41e		_ZNSt6locale7_AddfacEPNS_5facetEjj
7b22e672	cellAtrac	cellAtracGetNextDecodePosition
7b249315	cellUsbPspcm	cellUsbPspcmPollRecvAsync
7b56dc3f	cellDmux	cellDmuxEnableEs
7b5aac20		spu_thread_write_ptr
7b5fce95		_ZNSt15basic_streambufIwSt11char_traitsIwEE6setbufEPwi
7b689ebc	cellSsl	cellSslCertGetSerialNumber
7b6fa92e	cellSail	cellSailPlayerReopenEsUser
7b7a687a		_WPutfld
7b7e9137	sceNp	sceNpScoreGetClansRankingByRangeAsync
7b9291b5	libsynth2	cellSoundSynth2VoiceTransStatus
7b9c592e		spu_thread_read_ullong
7b9cbb74	cellSpurs	cellSpursTraceFinalize
7bc2c8a8	cellSysutil	cellMsgDialogProgressBarReset
7bc88211		_Tolotab
7bdadb01	sys_lv2dbg	sys_dbg_get_lwcond_information
7be47e61	sceNp	sceNpScoreCensorCommentAsync
7be4dc31	cellMusicUtility	cellMusicFinalize2
7bf17b15	cellVoice	cellVoiceResumePort
7bf6e152	sceNp2	sceNpMatching2SendRoomChatMessage
7c1bcf37		isalnum_ascii
7c2eaeb5		fminf
7c2f4034	cellFiber	cellFiberPpuCreateFiber
7c370679		_Foprep
7c391411		_ZNSt10moneypunctIcLb0EED0Ev
7c4ba244	cellVideoPlayerUtility	cellVideoPlayerSetStopPosition
7c5bde1c	cellL10n	UHCtoEUCKR
7c5df0d8	cellFont	cellFontGetInitializedRevisionFlags
7c83bc15	cellFont	cellFontGraphicsSetLineRGBA
7c8dff3b	cellSail	cellSailPlayerAddDescriptor
7c912bda	cellL10n	kuten2jis
7c95feb8	cellOskExtUtility	cellOskDialogExtInputDeviceLock
7caf58ee	sceNpTus	sceNpTusCreateTitleCtx
7cb33c2e	cellSpurs	cellSpursTaskGetReadOnlyAreaPattern
7cba9865	cellM2AACdec	_SceAdecCorrectPtsValue_Aac
7cc3dfe7	cellSsl	SSL_free
7cdbda48		_ZNSt7collateIcED0Ev
7cec7b39		_Putfld
7d02a5ca		sqrtf4fast
7d07a1c2	cellL10n	UTF8toEUCCN
7d220599	cellUsbd	cellUsbdAllocateSharedMemory
7d23aa12		_ZNSt10moneypunctIwLb0EE7_GetcatEPPKNSt6locale5facetE
7d5f0f0e	sceNpTus	sceNpTusSetData
7d6191d0		_Cosh
7d894764		_Readloc
7d94ca36	cellSysutil	cellSysutilAvcGetVideoMuting
7d967d91	cellSync2	cellSync2QueuePush
7da7fdb1		_ZNKSt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE6do_putES3_RSt8ios_basewy
7dac520c	cellCamera	cellCameraGetBufferSize
7dadc739	cellRudp	cellRudpCreateContext
7de6dced	sys_fs	cellFsStat
7deb244c	sceNp	sceNpScoreCensorComment
7e063bbc	cellCamera	cellCameraIsAttached
7e134a90	cellBGDLUtility	cellBGDLSetMode
7e2fef28	sceNp	sceNpManagerRequestTicket
7e4a4a49	cellAdec	cellAdecQueryAttr
7e4ea023	cellSpurs	cellSpursWakeUp
7e5f23a4	cell_FreeType2	FT_Tan
7e60adc6	cellVoice	cellVoiceSetBitRate
7e6fb08d	sys_net	_sys_net_lib_thread_exit
7e7017b1		rmdir
7e7ac30e		_ZNSt6locale5emptyEv
7ea2c657	cell_FreeType2	FT_Set_Transform
7ea8d860		spu_printf_detach_group
7eb292cd	cellOskExtUtility	cellOskDialogExtSetBaseColor
7eb8d6b5	cellSail	cellSailSoundAdapterGetFrame
7ebad3f0		_ZNKSt9money_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE8_PutmfldES3_bRSt8ios_basewbSbIwS2_SaIwEE
7ec07f08	cell_FreeType2	FT_Bitmap_Copy
7ed95e60	cellRudp	cellRudpSetEventHandler
7efd420a		_Daysto
7f0a3eaf	cellUsbPspcm	cellUsbPspcmPollSendAsync
7f1086e6	cellRtc	cellRtcCheckValid
7f13fc8c	sys_fs	cellFsAioCancel
7f21c918	cellSysutil	cellOskDialogAddSupportLanguage
7f381837		frexp
7f3963f7	cellVoice	cellVoiceResumePortAll
7f456af2		_Rteps
7f4677a8	sys_fs	cellFsUnlink
7f482aa0	libsnd3	cellSnd3SMFSetPlayVelocity
7f4e4139	cellSysutil	_ZN4cxml8Document5ClearEv
7f579e03		atan
7f881be1	cellSysutil	cellWebBrowserCreate
7f896a1f	cellSysutil	cellWebBrowserConfigSetCustomExit
7f91cd41		tanf4fast
7fa23275	cellSheap	cellSheapQueryFree
7fb3c6a5	cellSysutil	cellWebBrowserConfig2
7fc034bc	cellGcmSys	_cellGcmFunc4
7fc8f72c	cellSysutil	_ZN16sysutil_cxmlutil12PacketWriter5WriteEPKvjPv
7fcfc915	cellSysutil	cellOskDialogLoadAsync
7fd325c4		mspace_malloc_stats
7fd479fe	cellSync2	cellSync2QueueTryPush
7fdcf73e		wcscat
7fdf4fef	cellSpurs	cellSpursBarrierInitialize
7fe08910		_ZNSt10moneypunctIcLb0EE7_GetcatEPPKNSt6locale5facetE
7fe92c54	cellUsbd	cellUsbdRegisterExtraLdd
7ff35597		_ZNSt9money_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEE7_GetcatEPPKNSt6locale5facetE
7ff72b42	cellUsbPspcm	cellUsbPspcmUnregister
8006c4ec		_ZNSt9money_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEED0Ev
801db596	cellVideoPlayerUtility	cellVideoPlayerClose
8044f596		_ZNSt13basic_filebufIwSt11char_traitsIwEE5_LockEv
806960ab	sceNp	sceNpBasicRecvMessageCustom
806fd281		isblank_ascii
807c861a	libvdec	cellVdecGetPicture
809a143f		kill
80a0264c	cellSpursJq	cellSpursJobQueuePortTrySync
80a29e27	cellSpurs	cellSpursSetPriorities
80b711ce	cellSailRec	cellSailRecorderRegisterComposer
80f85e20	libsnd3	cellSnd3SetEffectType
80fb0c19	sysPrxForUser	sys_prx_stop_module
81027e75		_ZNSt7_MpunctIwE5_InitERKSt8_Locinfo
8107277c	cellResc	cellRescSetBufferAddress
811d148e	cellSync	_cellSyncLFQueueDetachLv2EventQueue
81296524	cellVideoExportUtility	cellVideoExportFromFile
812ed488		cabsf
813a9666		ungetwc
814d8cb0		fflush
816799dd	cellUsbPspcm	cellUsbPspcmPollData
816aebc3		_ZNSt9bad_allocD0Ev
816c6a5f	sceNp	_sceNpSysutilClientFree
8171c1cc	cellL10n	EUCCNtoUTF8
817d1090	sceNp2	sceNpMatching2SetRoomDataInternal
81a0a858		_memset_int
81acf7c1		_LZero
81b22ca8	cellAtracMulti	cellAtracMultiSetDataAndGetMemSize
81bfeae8	cellSailRec	cellSailFeederVideoFinalize
81daf880		_LCsubcr
81eed68c	cell_FreeType2	FT_Get_CMap_Language_ID
81f33783	sys_fs	cellFsStReadPutCurrentAddr
81f83db9	cellCamera	cellCameraReset
81fe030c	cellCelpEnc	cellCelpEncEncodeFrame
82054d11	cellSsl	_cellSslConvertSslVersion
820c8dce	libsynth2	cellSoundSynth2GetAddr
820dae1a	cellPngDec	cellPngDecDestroy
8217e783		cosh
82275c1c	cellSpurs	cellSpursAttributeSetMemoryContainerForSpuThread
823759d3		_ZNKSt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE6do_putES3_RSt8ios_basewl
824433f0	libvdec	cellVdecEndSeq
827ca646	sys_net	_sys_net_lib_reset_libnetctl_queue
8297f1ec	sceNp	sceNpManagerRequestTicket2
82a3cc30		wcschr
82a4561a		_put_fd
82ced772	cellSysutilAvc2	cellSysutilAvc2GetWindowShowStatus
82d5ecdf	cellL10n	EucJpZen2Han
82df80d1	cellGcmSys	cellGcmGpadNotifyCaptureSurface
82f294b2	cellOvis	cellOvisGetOverlayTableSize
831d70a5		memcpy
8325e02d	cellMic	cellMicInit
832df17e	cellAudio	cellAudioAdd6chData
833e6b0e		cimag
833f4516	libad_async	sceAdAsyncSpaceOpen
8341b529		_ZNSt13basic_filebufIwSt11char_traitsIwEE8overflowEi
8342b757		utime
834f5917		ccosh
83668b8e	cellSysutil	cellWebBrowserConfig
838fa4f0	cellSpurs	cellSpursTryJoinTask2
838fe0a5	cell_FreeType2	FT_Get_Sfnt_Name_Count
83b2cc6f		_Znwj
83bca135		_ZNKSt11logic_error4whatEv
83cba890		_ZNSt6locale5facetD2Ev
83d65529	sceNpClans	sceNpClansPostChallenge
83e79a23	cellSysconfPs1emu	cellSysconfPs1emu_83E79A23
83faa354	cellHttpUtil	cellHttpUtilBase64Encoder
84023c03		_ZSt12setprecisioni
840c5239	cellSpursJq	cellSpursJobQueueGetHandleCount
8421b9c7	cellSsl	SSL_new
842cb14d		_log1pf4
842e7e06	sys_fs	cellFsChown
84378ddc		wcsncpy
8440537c	sceNp	sceNpLookupTerm
8451edf0		sqrtf
8461e528	sysPrxForUser	sys_time_get_system_time
846eadc6	libsynth2	cellSoundSynth2Config
847d2380	cellAdec	cellAdecClose
84bb6774	sysPrxForUser	sys_prx_get_module_info
84ce959c	cell_FreeType2	FT_MulDiv
84d2f6d5	cellSpurs	cellSpursSetMaxContention
84e8b238	cellSsl	SSL_want
84f154b2	cellMusicDecodeUtility	cellMusicDecodeInitializeSystemWorkload
8528c19a	cellVideoPlayerUtility	cellVideoPlayerGetTransferPictureInfo
853be146	sys_net	_sce_net_add_name_server_with_char
854bc7c7		_ZNSt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEED0Ev
8555fe15	cellL10n	UTF32stoUTF16s
855da8c6	cellSailRec	cellSailVideoConverterProcess
856ff5c0	sceNpClans	sceNpClansGetMemberList
857024e6	cellSsl	SSL_CTX_set_options
8572bce2	cellGcmSys	cellGcmGetReportDataAddressLocation
85a969b6	cell_FreeType2	FT_Init_FreeType
85b07126	cellSail	cellSailMp4MovieGetTrackById
85b3c6da		_ZNKSt8_Locinfo7_GetcvtEv
85ba062f		_ZNSt15basic_streambufIcSt11char_traitsIcEE7_UnlockEv
85beffcc	cellSail	cellSailPlayerCloseStream
85c80b7f	cell_FreeType2	FT_RoundFix
85cd04cd	cellSpursJq	_cellSpursJobQueuePortPushJobBody
85dc6981	libmedi	cellMediatorPostReports
85e1b8da	cellCamera	cellCameraOpen
85fb7363	cellHttp	cellHttpClientSetConnectionStateCallback
86001386	cellSsl	R_time_import
860b1756	sceNp	sceNpLookupTitleSmallStorageAsync
860fc741	cellL10n	GBKtoUTF8
861237f8	cellSpurs	cellSpursUnsetGlobalExceptionEventHandler
86532174		imaxdiv
8657c8f5	cellFont	cellFontSetEffectSlant
865acf74	cellPrintUtility	cellPrintStartPage
866f6aec	sys_fs	cellFsStReadWaitCallback
867275d7		_Stoul
867956a4		_ZNSt9basic_iosIcSt11char_traitsIcEED1Ev
867f7b8b	cellL10n	ToEucJpUpper
868531a3		_ZdaPvj
8692fcd2	cellOskExtUtility	cellOskDialogExtRegisterConfirmWordFilterCallback
869e328d	cellM4AacDec2ch	_SceAdecCorrectPtsValue_M4Aac2ch
86b4c669		tolower_ascii
86c66cfc		_ZNSsD1Ev
86c864a2	cellSpurs	cellSpursGetJobChainId
86cae679	cellSailRec	cellSailFeederVideoNotifySessionError
86d53e9e	libsnd3	cellSnd3Pitch2Note
86f19f82	cellNetAoi	cellNetAoiTerm
8713c859		link
871506ea		_ZNSbIwSt11char_traitsIwESaIwEE6assignERKS2_jj
871af804	cellSync2	cellSync2CondSignal
8725a1a7		_memset_vmx
8729f617		_ZNSt10ostrstreamC1EPciNSt5_IosbIiE9_OpenmodeE
87406734	cellGame	cellGameThemeInstallFromBuffer
87630976	cellSpurs	cellSpursEventFlagAttachLv2EventQueue
878472f0	sys_net	sys_net_get_name_server
8793ef97	cellMusicUtility	cellMusicGetSelectionContext2
87a08d29	cellMic	cellMicGetFormatDsp
87b1f5eb		_ZNSt9exceptionD0Ev
87bd650f	cellFont	cellFontGraphicsSetDrawType
87c71b06	cellVoice	cellVoicePausePort
87c87495	sysPrxForUser	sys_rsxaudio_finalize
87e8f748		memset_vmx
88052736		_ZTv0_n12_NSt10ostrstreamD0Ev
8809cdfd		_Getpwctytab
881583c3	cellCelp8Dec	_SceAdecCorrectPtsValue_Celp8
882689f2		_Makeloc
882e7760		raw_spu_write_uchar
8835c3c2	cell_FreeType2	FT_Get_MM_Var
883e1f16		_ZNKSt11logic_error8_DoraiseEv
884b021b		_ZNKSt5ctypeIwE8_DowidenEc
886d0747	cellSysutil	cellSysutilRegisterCallbackDispatcher
887572d5	cellSysutil	cellVideoOutGetState
8889e6b9	libsnd3	cellSnd3SMFPlay
889c4159	cell_FreeType2	FT_Outline_Get_BBox
889cccb0		llroundl
889d5804		_Dunscale
88b71a4c	cellHttp	cellHttpClientSetConnectionWaitStatus
88be4799	cellFont	cellFontRenderCharGlyphImage
88e009f5		vwprintf
88f03575	sys_net	setsockopt
88f79869	cellHttp	cellHttpClientSetCacheStatus
88f8340b	cellL10n	UCS2stoJISs
88fb4a66		recipf4fast
890f9e5a	cellSpurs	cellSpursEventFlagGetDirection
891c6291	cellMic	cellMicSetMultiMicNotifyEventQueue
89236c86	cellL10n	UTF8stoGB18030s
892f2590		fegetround
893305fa	sysPrxForUser	sys_raw_spu_load
89456724	cellSysutilAvc2	cellSysutilAvc2InitParam
895c604c	cellHttp	cellHttpTransactionGetSslCipherName
895cdb49		fmaxf
896e1bfd		spu_thread_write_uchar
8985b5b6	sysPrxForUser	_sys_heap_stats
898c77bf	cellLibprof	cellUserTraceTerminate
89902d47	cellSsl	SSLCERT_NAME_get_entry
899d1587	cellSailRec	cellSailFeederAudioFinalize
89b507b3		catanhl
89b62f56		_Etentox
89be28f2	cellAudio	cellAudioPortStart
89c9917c	sys_net	sys_net_read_dump
89d1d168		_LAtan
89f6f026		time
89f8a567	cellImeJpUtility	cellImeJpGetConfirmYomiString
89fb856e	cell_FreeType2	FT_Get_Sfnt_Table
8a00f264	sys_io	cellPadPeriphGetData
8a092450	libsnd3	cellSnd3KeyOnByTone
8a264d71	cellSubDisplay	cellSubDisplayGetPeerNum
8a2f159b	sysPrxForUser	console_getc
8a35c887	cellFont	cellFontEndGraphics
8a40a618	cellSysutilAvc2	cellSysutilAvc2GetWindowSize
8a4cb646	cellSysutil	cellWebBrowserCreateWithConfig
8a561d92	sysPrxForUser	_sys_heap_free
8a56f148	cellL10n	EUCKRstoUHCs
8a5dbb58	cellSysutil	cellWebComponentCreate
8a632038	cellFont	cellFontGetResolutionDpi
8a665143		_ZNSt8_Locinfo8_AddcatsEiPKc
8a6830e7		abort
8a71132c		remove
8a847b51		tmpfile
8a85674d	cellSpurs	_cellSpursLFQueuePushBody
8a85d688		_ZNKSt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE6do_putES3_RSt8ios_basewx
8aa188e3	cellMusicUtility	cellMusicGetVolume
8aa5fcd3	cellHttp	cellHttpClientSetTotalPoolSize
8aa68668	cellNetAoi	cellNetAoiStop
8aae07c2	cellSync2	cellSync2CondSignalAll
8ab0abc6		strncpy
8ac398f1	cellRudp	cellRudpPollDestroy
8ad11d24	cellSysutil	_ZN4cxml8Document18GetDocumentElementEv
8ad5666c	libsnd3	cellSnd3GetVoiceByID
8adadf65	cellSpurs	_cellSpursTaskAttribute2Initialize
8afb8356	cellFiber	cellFiberPpuSendSignal
8b14be9c	cell_FreeType2	FTC_CMapCache_Lookup
8b168769		fdiml
8b209ca2	sceNp2	sceNpMatching2GetRoomDataInternal
8b300f66	cellJpgDec	cellJpgDecExtCreate
8b33f863	cellPngDec	cellPngDecExtReadHeader
8b3eba69	cellNetCtl	cellNetCtlGetState
8b439438		clearerr
8b5551a4	cellAdec	cellAdecOpenEx
8b60c469	cellOskExtUtility	cellOskDialogExtUpdateInputText
8b6baa01	cellFiber	cellFiberPpuFinalizeScheduler
8b72cda1	sys_io	cellPadGetData
8b7bbd73	sceNp	sceNpMatchingSendInvitationGUI
8b7ed64b	cellSysutil	cellSaveDataAutoSave2
8b8231e5	sys_io	cellPadLddGetPortNo
8b8a2f48	cellSysutil	cellSaveDataUserFixedDelete
8b9d8dd2		iswpunct
8bb03ab8	sysPrxForUser	sys_game_board_storage_write
8bb41f47	cellImeJpUtility	cellImeJpPostConvert
8bb608e4	cellHttpUtil	cellHttpUtilParseUriPath
8bb8a16a	cellFontFT	FTFaceH_GetRenderScale
8bd01379	cellDtcpIpUtility	cellDtcpIpOpen
8bd1deb2		_LTgamma
8bd67efc		erf
8bde5ebf	cellGcmSys	cellGcmSetUserCommand
8bedefa8	cellHttp	cellHttpGetCookie
8befac67	libgem	cellGemGetCameraState
8bfd4395		_ZNSt9basic_iosIwSt11char_traitsIwEE4initEPSt15basic_streambufIwS1_Eb
8c2bb498	sysPrxForUser	sys_spinlock_initialize
8c2e6d06		_ZNKSt8messagesIwE7do_openERKSsRKSt6locale
8c2f5be3	cellSysutilAvc2	cellSysutilAvc2SetStreamPriority
8c3afd4c		_ZSt10unexpectedv
8c692521	cellDmux	cellDmuxClose
8c69d32b	cellSsl	SSLv3_client_method
8c6b8d39		_ZNSt13basic_filebufIcSt11char_traitsIcEED1Ev
8c760b52	sceNp	sceNpUtilCmpOnlineId
8c7ad5ed	cellDTSdec	_SceAdecCorrectPtsValue_DtsCore
8c85369b		_f_fminf
8c97a96c	cellSpursJq	cellSpursShutdownJobQueue
8ca53dde	cellCamera	cellCameraIsAvailable
8cb6bfdc		_Locsum
8cb722d5	sys_fs	cellFsWriteWithOffset
8cbdcbac	cellVideoPlayerUtility	cellVideoPlayerSetDownloadPosition
8ccdba38	cellL10n	UTF8stoUTF32s
8ccf05ed	sys_net	sys_net_abort_resolver
8cd56eee	cellCamera	cellCameraSetAttribute
8cda1f3b		_ZSt10_GetloctxtIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEiRT0_S5_jPKT_
8cdf8c70	cellGcmSys	cellGcmGetDefaultSegmentWordSize
8ce4cffa	cellSpursJq	cellSpursJoinJobQueue
8ceedd21	sceNpTrophy	sceNpTrophyUnlockTrophy
8cfef376		__tls_get_addr
8d14d09b	cellPhotoUtility	cellPhotoExportFromFileWithCopy
8d1b77fb	sys_net	sys_net_abort_socket
8d1d096c	sceNp	sceNpCommerceInitProductCategory
8d1ff475	cellSail	cellSailRendererVideoInitialize
8d229f8e	cellMic	cellMicClose
8d3f8d49	sceNp2	sceNpMatching2SignalingGetPingInfo
8d4518a0	sceNp	sceNpCommerceSetDataFlagFinish
8d45f21a	cellWMAPROdec	_SceAdecCorrectPtsValue_WmaPro
8d4e266b		_ZNKSt8_Locinfo9_GetctypeEv
8d5858db		_f_exp2f
8d79a5f9	cell_FreeType2	FT_Get_PS_Font_Info
8d7ffaf1		_WStopfx
8dcff2cd	sys_fs	cellFsSymbolicLink
8ddd0d85	sceNpTus	sceNpTusGetData
8df0057f	sceNpCommerce2	sceNpCommerce2AbortReq
8df28ff9	sys_fs	cellFsStReadStart
8dfabc0a	cellFontFT	FTCacheStream_CacheInit
8e01379e		cacoshf
8e06d13b	sys_io	sys_config_unregister_io_error_handler
8e2484f1		_Emul
8e258fa0		cacos
8e3f2c40	cellFont	cellFontGlyphRenderImageVertical
8e3f7ee1	cellHttp	cellHttpRequestSetChunkedTransferStatus
8e505175	cellSsl	cellSslCertGetRsaPublicKeyModulus
8e52ee08	cellHttpUtil	cellHttpUtilBase64Decoder
8e5cfe9f	sceNp2	sceNpMatching2GetServerIdListLocal
8e6c5bb9	cellHttpUtil	cellHttpUtilFormUrlDecode
8e785b97	sceNpClans	sceNpClansRetrievePostedChallenges
8e7d2f24	libmixer	cellSurMixerFinalize
8e8bc444	cellSysutil	cellVideoOutRegisterCallback
8e930999	sceNp2	sceNpUtilBuildCdnUrl
8ea23deb	cellHttpUtil	cellHttpUtilMergeUriPath
8eaf47a3	cellHttp	cellHttpClientSetAutoAuthentication
8eb0e65f	cellAtrac	cellAtracDecode
8ecae294		nextafter
8ed310e5	cellSysutilAvcExt	cellSysutilAvcExtGetWindowRotation
8ed71e8b		_WGetfld
8ef85e47		_WPuttxt
8effb7fd	cellGcmSys	_cellGcmFunc2
8f122ef8	cellSpurs	cellSpursTasksetAttributeSetTasksetSize
8f2bcdb5		_logf4
8f3e1687	sys_net	_sys_net_lib_sync_clear
8f46325b	sceNpCommerce2	sceNpCommerce2GetProductInfoStart
8f472054	cellL10n	UTF8stoEUCCNs
8f5dd179		_Nnl
8f6e2ca0	libvdec	cellVdecGetPicItemEx
8f71c5b2	sys_fs	cellFsStReadWait
8f7aea15	cellFontFT	FTFaceH_GetRenderBufferSize
8f87a06b	sceNpTus	sceNpTusInit
8f87ed0c		_Times
8f96319e		log10l
8fa764f3		_ZNSt6_WinitC1Ev
8fb7bac7		_sqrtf4fast
8fc281f7	cellHttp	cellHttpCookieFlush
8fd1d549	sceNpSns	sceNpSnsFbCreateHandle
8fdf50b2	cellSpurs	cellSpursAddUrgentCall
8fe376a6	cellSearchUtility	cellSearchCancel
8ff02267	cellImeJpUtility	cellImeJpAllowExtensionCharacters
90010029		gets
9003b1f2	cellHttpUtil	cellHttpUtilEscapeUri
900d1fa4		_ZNSt8time_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEED0Ev
901815c3	cellNetCtl	cellNetCtlDelHandler
9027fd99		_WStoldx
9034e538	cellSpurs	cellSpursTaskGetContextSaveAreaSize
903afa37		_ZTv0_n12_NSt13basic_ostreamIwSt11char_traitsIwEED0Ev
903f66eb	cellSsl	SSL_CTX_set_verify_mode
90457fe3		raw_spu_read_long
90460081	cellUsbd	cellUsbdUnregisterExtraLdd
904dbd32		_ZNSt6locale7_LocimpC1Eb
904e646b		cargl
9050617d	sceNpCommerce2	sceNpCommerce2DoServiceListFinishAsync
90b27880		strtoumax
90b9465e	cellFont	cellFontRenderSurfaceInit
90c2bb19	cellSysutilAp	cellSysutilApOff
90c82bfc	cellSpurs	cellSpursInitializeForSpuSharing
90c88f84	cellSpursJq	cellSpursJobQueuePortGetJobQueue
90e392cf	cellSpursJq	_cellSpursJobQueuePortPushJobBody2
90e9b5d2	cellL10n	EUCJPstoUCS2s
90ef2963	cellPngEnc	cellPngEncWaitForOutput
90f0242f		_f_sinf
90f2798c	cellSsl	BIO_new_mem
90fc9a59	cellPamf	cellPamfGetHeaderSize2
91066667	cellSpurs	cellSpursQueuePopBody
9110708a		modfl
9111ec36		_ZNSt13messages_baseD0Ev
9117df20	cellSysutil	cellHddGameCheck
9119cfd1	cellAtracMulti	cellAtracMultiResetPlayPosition
913d5fd3	libsnd3	cellSnd3SMFUnbind
9153bdf4	sceNp	sceNpBasicGetMessageAttachmentEntryCount
915455b3	cellSpursJq	cellSpursJobQueueSendSignal
9164efd1	cell_FreeType2	FT_Set_Var_Blend_Coordinates
917d6e9b	cell_FreeType2	FT_Set_Renderer
918288fb	cellSysutil	cellStorageDataImport
91840669	sceNp	sceNpUtilCanonicalizeNpIdForPs3
91959ed6		_ZNKSt5ctypeIcE9do_narrowEcc
9197915f	cellSpurs	cellSpursTaskGenerateLsPattern
91a1beaa	sys_fs	cellFsSetDiscReadRetrySetting
91a34a5b	sceNpTus	sceNpTusGetFriendsVariable
91a99765	cellL10n	UHCtoUCS2
91b0e37e		_ZSt14set_unexpectedPFvvE
91cdfdb0		asinf4fast
91d287f6	cellSail	cellSailPlayerSetEsAudioMuted
91d59f69	sys_fs	cellFsGetPath
91f2b7b0	cellSync	cellSyncMutexUnlock
91f8843d	sceNpCommerce2	sceNpCommerce2CreateSessionFinish
9232baea		_FDtest
92342aa4	cell_FreeType2	FT_Request_Size
9234f738		raw_spu_read_int
9245e01b		_divf4
92590d52	cellSail	cellSailDescriptorInquireCapability
9268d6e7		_ZNKSt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE6do_getES3_S3_RSt8ios_baseRNSt5_IosbIiE8_IostateERj
9281e87a	sceNp	sceNpCommerceGetDataFlagFinish
92852b93	sys_net	_sys_net_lib_ioctl
928ac5f8	libgem	cellGemTrackHues
928fbe36		_ZTv0_n12_NSdD1Ev
9295b0fd	cell_FreeType2	FT_Done_Size
92a76580	cellSsl	SSL_CTX_free
92b50ebc	cellMusicExportUtility	cellMusicExportProgress
92c43f6d		_Eps
92cc4b34	libgem	cellGemGetImageState
92cff6ed	cellSpurs	cellSpursQueuePushBody
92d48677	cellAtracMulti	cellAtracMultiGetInternalErrorInfo
92d5c77b	sceNpMatchingInt	sceNpMatchingGetRoomListWithoutGUI
92e4d899	cellRudp	cellRudpRead
92eaf6ca	cellSail	cellSailPlayerSetRendererAudio
9306d15b	cellFontFT	FTFaceH_GetRenderScalePixel
931ff25a	cellL10n	L10nConvertStr
93248b92	cellSpursJq	cellSpursJobQueueUnsetExceptionEventHandler
9338a07a	cellJpgDec	cellJpgDecClose
933b103d	cellSysutil	_ZN8cxmlutil8SetFloatERKN4cxml7ElementEPKcf
93427cb9		setbuf
9344d41f	sceNp2	sceNpMatching2GrantRoomOwner
934abb00	cellSpursJq	cellSpursJobQueuePort2AllocateJobDescriptor
936df4aa	sceNp	sceNpCommerceGetProductId
9379e36e		tanf
938013a0	cellSysutil	cellSysutilGetSystemParamString
93806525	cellGcmSys	cellGcmGetCurrentDisplayBufferId
938ac642	cellSubDisplay	cellSubDisplayGetVideoBuffer
938bfcf7		spu_thread_write_char
938fb946		_tanf4fast
9396be1d	cellSpursJq	_cellSpursJobQueuePortPushSync
93a3e3ac		tolower
93c523c6	cellSysutil	cellWebBrowserConfigSetNotifyHook2
93c638e9		_ZNSt19istreambuf_iteratorIwSt11char_traitsIwEE5_PeekEv
93ced48d	cellSysutil	cellWebBrowserShutdown
93d4ae69	cellGameExec	cellGameGetList
93e938e5	cellHttp	cellHttpTransactionGetSslCipherVersion
94034c95	cellSpurs	cellSpursTasksetUnsetExceptionEventHandler
9413678f	cellDtcpIpUtility	cellDtcpIpCheckActivation
941f9c4e	cellPesmUtility	cellPesmUnloadAsync
942dbdc4	sceNpClans	sceNpClansSendMembershipResponse
943231d1	sys_net	_sce_net_set_name_server
9439e4cd		wcsncat
944b28e8	sceNp2	sceNpMatching2SignalingCancelPeerNetInfo
