ordinal	packet	name	source	ref	fw_from	fw_to
130	none	sys_event_queue_receive	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_QUEUE_RECEIVE	none	none
131	none	sys_event_queue_tryreceive	cellgov	cellgov_ps3_abi::lv2::syscall::EVENT_QUEUE_TRY_RECEIVE	none	none
131	none	sys_event_queue_tryreceive	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
131	none	sys_event_queue_tryreceive	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_QUEUE_TRYRECEIVE	none	none
132	none	sys_event_flag_cancel	cellgov	cellgov_ps3_abi::lv2::syscall::EVENT_FLAG_CANCEL	none	none
132	none	sys_event_flag_cancel	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
132	none	sys_event_flag_cancel	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_FLAG_CANCEL	none	none
133	none	sys_event_queue_drain	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
133	none	sys_event_queue_drain	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_QUEUE_DRAIN	none	none
134	none	sys_event_port_create	cellgov	cellgov_ps3_abi::lv2::syscall::EVENT_PORT_CREATE	none	none
134	none	sys_event_port_create	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
134	none	sys_event_port_create	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_PORT_CREATE	none	none
135	none	sys_event_port_destroy	cellgov	cellgov_ps3_abi::lv2::syscall::EVENT_PORT_DESTROY	none	none
135	none	sys_event_port_destroy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
135	none	sys_event_port_destroy	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_PORT_DESTROY	none	none
136	none	sys_event_port_connect_local	cellgov	cellgov_ps3_abi::lv2::syscall::EVENT_PORT_CONNECT_LOCAL	none	none
136	none	sys_event_port_connect_local	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
136	none	sys_event_port_connect_local	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_PORT_CONNECT_LOCAL	none	none
137	none	sys_event_port_disconnect	cellgov	cellgov_ps3_abi::lv2::syscall::EVENT_PORT_DISCONNECT	none	none
137	none	sys_event_port_disconnect	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
137	none	sys_event_port_disconnect	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_PORT_DISCONNECT	none	none
138	none	sys_event_port_send	cellgov	cellgov_ps3_abi::lv2::syscall::EVENT_PORT_SEND	none	none
138	none	sys_event_port_send	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
138	none	sys_event_port_send	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_PORT_SEND	none	none
139	none	sys_event_flag_get	cellgov	cellgov_ps3_abi::lv2::syscall::EVENT_FLAG_GET	none	none
139	none	sys_event_flag_get	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
139	none	sys_event_flag_get	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_FLAG_GET	none	none
140	none	sys_event_port_connect_ipc	cellgov	cellgov_ps3_abi::lv2::syscall::EVENT_PORT_CONNECT_IPC	none	none
140	none	sys_event_port_connect_ipc	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
140	none	sys_event_port_connect_ipc	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_EVENT_PORT_CONNECT_IPC	none	none
141	none	sys_timer_usleep	cellgov	cellgov_ps3_abi::lv2::syscall::TIMER_USLEEP	none	none
141	none	sys_timer_usleep	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
141	none	sys_timer_usleep	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_TIMER_USLEEP	none	none
142	none	sys_timer_sleep	cellgov	cellgov_ps3_abi::lv2::syscall::TIMER_SLEEP	none	none
142	none	sys_timer_sleep	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
142	none	sys_timer_sleep	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_TIMER_SLEEP	none	none
143	none	sys_time_set_timezone	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
144	none	sys_time_get_timezone	cellgov	cellgov_ps3_abi::lv2::syscall::TIME_GET_TIMEZONE	none	none
144	none	sys_time_get_timezone	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
145	none	sys_time_get_current_time	cellgov	cellgov_ps3_abi::lv2::syscall::TIME_GET_CURRENT_TIME	none	none
145	none	sys_time_get_current_time	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
145	none	sys_time_get_current_time	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_TIME_GET_CURRENT_TIME	none	none
146	none	sys_time_set_current_time	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
146	none	sys_time_set_current_time	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_TIME_SET_CURRENT_TIME	none	none
147	none	sys_time_get_timebase_frequency	cellgov	cellgov_ps3_abi::lv2::syscall::TIME_GET_TIMEBASE_FREQUENCY	none	none
147	none	sys_time_get_timebase_frequency	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
147	none	sys_time_get_timebase_frequency	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_TIME_GET_TIMEBASE_FREQUENCY	none	none
148	none	sys_rwlock_trywlock	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
148	none	sys_rwlock_trywlock	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RWLOCK_TRYWLOCK	none	none
150	none	sys_raw_spu_create_interrupt_tag	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
150	none	sys_spu_create_interrupt_tag	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_CREATE_INTERRUPT_TAG	none	none
151	none	sys_raw_spu_set_int_mask	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
151	none	sys_spu_set_int_mask	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_SET_INT_MASK	none	none
152	none	sys_raw_spu_get_int_mask	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
152	none	sys_spu_get_int_mask	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_GET_INT_MASK	none	none
153	none	sys_raw_spu_set_int_stat	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
153	none	sys_spu_set_int_stat	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_SET_INT_STAT	none	none
154	none	sys_raw_spu_get_int_stat	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
154	none	sys_spu_get_int_stat	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_GET_INT_STAT	none	none
155	none	sys_spu_image_get_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
156	none	sys_spu_image_open	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_IMAGE_OPEN	none	none
156	none	sys_spu_image_open	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
156	none	sys_spu_image_open	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_IMAGE_OPEN	none	none
157	none	sys_spu_image_import	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
158	none	sys_spu_image_import	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_IMAGE_IMPORT	none	none
158	none	sys_spu_image_close	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
159	none	sys_spu_image_get_segments	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
160	none	sys_raw_spu_create	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
160	none	sys_spu_create	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_CREATE	none	none
161	none	sys_raw_spu_destroy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
161	none	sys_spu_destroy	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_DESTROY	none	none
163	none	sys_raw_spu_read_puint_mb	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
163	none	sys_spu_read_puint_mb	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_READ_PUINT_MB	none	none
165	none	sys_spu_thread_get_exit_status	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
165	none	sys_spu_thread_get_exit_status	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GET_EXIT_STATUS	none	none
166	none	sys_spu_thread_set_argument	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
166	none	sys_spu_thread_set_argument	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_SET_ARGUMENT	none	none
167	none	sys_spu_thread_group_start_on_exit	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
167	none	sys_spu_thread_group_start_on_exit	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_START_ON_EXIT	none	none
169	none	sys_spu_initialize	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_INITIALIZE	none	none
169	none	sys_spu_initialize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
169	none	sys_spu_initialize	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_INITIALIZE	none	none
170	none	sys_spu_thread_group_create	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_THREAD_GROUP_CREATE	none	none
170	none	sys_spu_thread_group_create	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
170	none	sys_spu_thread_group_create	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_CREATE	none	none
171	none	sys_spu_thread_group_destroy	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_THREAD_GROUP_DESTROY	none	none
171	none	sys_spu_thread_group_destroy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
171	none	sys_spu_thread_group_destroy	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_DESTROY	none	none
172	none	sys_spu_thread_initialize	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_THREAD_INITIALIZE	none	none
172	none	sys_spu_thread_initialize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
172	none	sys_spu_thread_initialize	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_INITIALIZE	none	none
173	none	sys_spu_thread_group_start	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_THREAD_GROUP_START	none	none
173	none	sys_spu_thread_group_start	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
173	none	sys_spu_thread_group_start	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_START	none	none
174	none	sys_spu_thread_group_suspend	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
174	none	sys_spu_thread_group_suspend	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_SUSPEND	none	none
175	none	sys_spu_thread_group_resume	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
175	none	sys_spu_thread_group_resume	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_RESUME	none	none
176	none	sys_spu_thread_group_yield	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
176	none	sys_spu_thread_group_yield	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_YIELD	none	none
177	none	sys_spu_thread_group_terminate	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_THREAD_GROUP_TERMINATE	none	none
177	none	sys_spu_thread_group_terminate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
177	none	sys_spu_thread_group_terminate	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_TERMINATE	none	none
178	none	sys_spu_thread_group_join	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_THREAD_GROUP_JOIN	none	none
178	none	sys_spu_thread_group_join	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
178	none	sys_spu_thread_group_join	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_JOIN	none	none
179	none	sys_spu_thread_group_set_priority	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
179	none	sys_spu_thread_group_set_priority	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_SET_PRIORITY	none	none
180	none	sys_spu_thread_group_get_priority	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
180	none	sys_spu_thread_group_get_priority	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_GET_PRIORITY	none	none
181	none	sys_spu_thread_write_ls	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
181	none	sys_spu_thread_write_ls	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_WRITE_LS	none	none
182	none	sys_spu_thread_read_ls	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
182	none	sys_spu_thread_read_ls	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_READ_LS	none	none
184	none	sys_spu_thread_write_snr	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
184	none	sys_spu_thread_write_snr	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_WRITE_SNR	none	none
185	none	sys_spu_thread_group_connect_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
185	none	sys_spu_thread_group_connect_event	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_CONNECT_EVENT	none	none
186	none	sys_spu_thread_group_disconnect_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
186	none	sys_spu_thread_group_disconnect_event	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_DISCONNECT_EVENT	none	none
187	none	sys_spu_thread_set_spu_cfg	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
187	none	sys_spu_thread_set_spu_cfg	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_SET_SPU_CFG	none	none
188	none	sys_spu_thread_get_spu_cfg	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
188	none	sys_spu_thread_get_spu_cfg	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GET_SPU_CFG	none	none
190	none	sys_spu_thread_write_ls_mb	cellgov	cellgov_ps3_abi::lv2::syscall::SPU_THREAD_WRITE_MB	none	none
190	none	sys_spu_thread_write_spu_mb	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
190	none	sys_spu_thread_write_spu_mb	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_WRITE_SPU_MB	none	none
191	none	sys_spu_thread_connect_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
191	none	sys_spu_thread_connect_event	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_CONNECT_EVENT	none	none
192	none	sys_spu_thread_disconnect_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
192	none	sys_spu_thread_disconnect_event	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_DISCONNECT_EVENT	none	none
193	none	sys_spu_thread_bind_queue	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
193	none	sys_spu_thread_bind_queue	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_BIND_QUEUE	none	none
194	none	sys_spu_thread_unbind_queue	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
194	none	sys_spu_thread_unbind_queue	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_UNBIND_QUEUE	none	none
196	none	sys_raw_spu_set_spu_cfg	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
196	none	sys_spu_set_spu_cfg	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_SET_SPU_CFG	none	none
197	none	sys_raw_spu_get_spu_cfg	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
197	none	sys_spu_get_spu_cfg	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_GET_SPU_CFG	none	none
198	none	sys_spu_thread_recover_page_fault	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
198	none	sys_spu_thread_recover_page_fault	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_RECOVER_PAGE_FAULT	none	none
199	none	sys_raw_spu_recover_page_fault	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
199	none	sys_spu_recover_page_fault	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_RECOVER_PAGE_FAULT	none	none
215	none	sys_dbg_mat_set_condition	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
216	none	sys_dbg_mat_get_condition	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
230	none	sys_isolated_spu_create	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
231	none	sys_isolated_spu_destroy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
232	none	sys_isolated_spu_start	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
233	none	sys_isolated_spu_create_interrupt_tag	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
234	none	sys_isolated_spu_set_int_mask	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
235	none	sys_isolated_spu_get_int_mask	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
236	none	sys_isolated_spu_set_int_stat	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
237	none	sys_isolated_spu_get_int_stat	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
238	none	sys_isolated_spu_set_spu_cfg	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
239	none	sys_isolated_spu_get_spu_cfg	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
240	none	sys_isolated_spu_read_puint_mb	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
244	none	sys_spu_thread_group_system_set_next_group	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
245	none	sys_spu_thread_group_system_unset_next_group	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
246	none	sys_spu_thread_group_system_set_switch_group	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
247	none	sys_spu_thread_group_system_unset_switch_group	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
250	none	sys_spu_thread_group_set_cooperative_victims	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
250	none	sys_spu_thread_group_set_cooperative_victims	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_SET_COOPERATIVE_VICTIMS	none	none
251	none	sys_spu_thread_group_connect_event_all_threads	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
251	none	sys_spu_thread_group_connect_event_all_threads	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_CONNECT_EVENT_ALL_THREADS	none	none
252	none	sys_spu_thread_group_disconnect_event_all_threads	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
252	none	sys_spu_thread_group_disconnect_event_all_threads	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_DISCONNECT_EVENT_ALL_THREADS	none	none
253	none	sys_spu_thread_group_get_cooperative_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
254	none	sys_spu_thread_group_log	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
254	none	sys_spu_thread_group_log	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_THREAD_GROUP_LOG	none	none
260	none	sys_spu_image_open_by_fd	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
260	none	sys_spu_image_open_by_fd	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SPU_IMAGE_OPEN_BY_FD	none	none
300	none	sys_vm_memory_map	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
300	none	sys_vm_memory_map	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_MEMORY_MAP	none	none
301	none	sys_vm_unmap	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
301	none	sys_vm_unmap	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_UNMAP	none	none
302	none	sys_vm_append_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
302	none	sys_vm_append_memory	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_APPEND_MEMORY	none	none
303	none	sys_vm_return_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
303	none	sys_vm_return_memory	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_RETURN_MEMORY	none	none
304	none	sys_vm_lock	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
304	none	sys_vm_lock	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_LOCK	none	none
305	none	sys_vm_unlock	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
305	none	sys_vm_unlock	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_UNLOCK	none	none
306	none	sys_vm_touch	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
306	none	sys_vm_touch	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_TOUCH	none	none
307	none	sys_vm_flush	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
307	none	sys_vm_flush	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_FLUSH	none	none
308	none	sys_vm_invalidate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
308	none	sys_vm_invalidate	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_INVALIDATE	none	none
309	none	sys_vm_store	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
309	none	sys_vm_store	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_STORE	none	none
310	none	sys_vm_sync	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
310	none	sys_vm_sync	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_SYNC	none	none
311	none	sys_vm_test	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
311	none	sys_vm_test	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_TEST	none	none
312	none	sys_vm_get_statistics	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
312	none	sys_vm_get_statistics	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_VM_GET_STATISTICS	none	none
324	none	sys_memory_container_create	cellgov	cellgov_ps3_abi::lv2::syscall::MEMORY_CONTAINER_CREATE_324	none	none
324	none	sys_memory_container_create	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
324	none	sys_memory_container_create	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MEMORY_CONTAINER_CREATE	none	none
325	none	sys_memory_container_destroy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
325	none	sys_memory_container_destroy	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MEMORY_CONTAINER_DESTROY	none	none
326	none	sys_mmapper_allocate_fixed_address	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
326	none	sys_mmapper_allocate_fixed_address	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MMAPPER_ALLOCATE_FIXED_ADDRESS	none	none
327	none	sys_mmapper_enable_page_fault_notification	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
327	none	sys_mmapper_enable_page_fault_notification	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MMAPPER_ENABLE_PAGE_FAULT_NOTIFICATION	none	none
328	none	sys_mmapper_allocate_shared_memory_from_container_ext	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
329	none	sys_mmapper_free_shared_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
330	none	sys_mmapper_allocate_address	cellgov	cellgov_ps3_abi::lv2::syscall::MMAPPER_ALLOCATE_ADDRESS	none	none
330	none	sys_mmapper_allocate_address	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
330	none	sys_mmapper_allocate_address	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MMAPPER_ALLOCATE_ADDRESS	none	none
331	none	sys_mmapper_free_address	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
331	none	sys_mmapper_free_address	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MMAPPER_FREE_ADDRESS	none	none
332	none	sys_mmapper_allocate_shared_memory	cellgov	cellgov_ps3_abi::lv2::syscall::MMAPPER_ALLOCATE_SHARED_MEMORY	none	none
332	none	sys_mmapper_allocate_shared_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
