ordinal	packet	name	source	ref	fw_from	fw_to
559	none	sys_usbd_register_extra_ldd	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
570	none	sys_pad_ldd_register_controller	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
571	none	sys_pad_ldd_unregister_controller	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
572	none	sys_pad_ldd_data_insert	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
573	none	sys_pad_dbg_ldd_set_data_insert_mode	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
574	none	sys_pad_ldd_register_controller	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
575	none	sys_pad_ldd_get_port_no	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
583	none	sys_bt_read_firmware_version	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
584	none	sys_bt_complete_wake_on_host	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
585	none	sys_bt_disable_bluetooth	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
586	none	sys_bt_enable_bluetooth	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
587	none	sys_bt_bccmd	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
588	none	sys_bt_read_hq	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
589	none	sys_bt_hid_get_remote_status	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
590	none	sys_bt_register_controller	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
591	none	sys_bt_clear_registered_contoller	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
592	none	sys_bt_connect_accept_controller	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
593	none	sys_bt_get_local_bdaddress	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
594	none	sys_bt_hid_get_data	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
595	none	sys_bt_hid_set_report	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
596	none	sys_bt_sched_log	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
597	none	sys_bt_cancel_connect_accept_controller	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
600	none	sys_storage_open	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
600	none	sys_storage_open	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_OPEN	none	none
601	none	sys_storage_close	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
601	none	sys_storage_close	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_CLOSE	none	none
602	none	sys_storage_read	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
602	none	sys_storage_read	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_READ	none	none
603	none	sys_storage_write	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
603	none	sys_storage_write	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_WRITE	none	none
604	none	sys_storage_send_device_command	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
604	none	sys_storage_send_device_command	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_SEND_DEVICE_COMMAND	none	none
605	none	sys_storage_async_configure	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
605	none	sys_storage_async_configure	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_ASYNC_CONFIGURE	none	none
606	none	sys_storage_async_read	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
606	none	sys_storage_async_read	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_ASYNC_READ	none	none
607	none	sys_storage_async_write	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
607	none	sys_storage_async_write	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_ASYNC_WRITE	none	none
608	none	sys_storage_async_cancel	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
608	none	sys_storage_async_cancel	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_ASYNC_CANCEL	none	none
609	none	sys_storage_get_device_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
609	none	sys_storage_get_device_info	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_GET_DEVICE_INFO	none	none
610	none	sys_storage_get_device_config	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
610	none	sys_storage_get_device_config	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_GET_DEVICE_CONFIG	none	none
611	none	sys_storage_report_devices	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
611	none	sys_storage_report_devices	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_REPORT_DEVICES	none	none
612	none	sys_storage_configure_medium_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
612	none	sys_storage_configure_medium_event	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_CONFIGURE_MEDIUM_EVENT	none	none
613	none	sys_storage_set_medium_polling_interval	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
613	none	sys_storage_set_medium_polling_interval	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_SET_MEDIUM_POLLING_INTERVAL	none	none
614	none	sys_storage_create_region	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
614	none	sys_storage_create_region	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_CREATE_REGION	none	none
615	none	sys_storage_delete_region	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
615	none	sys_storage_delete_region	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_DELETE_REGION	none	none
616	none	sys_storage_execute_device_command	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
616	none	sys_storage_execute_device_command	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_EXECUTE_DEVICE_COMMAND	none	none
617	none	sys_storage_check_region_acl	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
617	none	sys_storage_get_region_acl	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_GET_REGION_ACL	none	none
618	none	sys_storage_set_region_acl	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
618	none	sys_storage_set_region_acl	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_SET_REGION_ACL	none	none
619	none	sys_storage_async_send_device_command	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
619	none	sys_storage_async_send_device_command	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_ASYNC_SEND_DEVICE_COMMAND	none	none
621	none	sys_gamepad_ycon_if	cellgov	cellgov_ps3_abi::lv2::syscall::GAMEPAD_YCON_IF	none	none
621	none	sys_gamepad_ycon_if	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
622	none	sys_storage_get_region_offset	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
622	none	sys_storage_get_region_offset	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_GET_REGION_OFFSET	none	none
623	none	sys_storage_set_emulated_speed	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
623	none	sys_storage_set_emulated_speed	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_STORAGE_SET_EMULATED_SPEED	none	none
624	none	sys_io_buffer_create	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
624	none	sys_io_buffer_create	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_IO_BUFFER_CREATE	none	none
625	none	sys_io_buffer_destroy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
625	none	sys_io_buffer_destroy	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_IO_BUFFER_DESTROY	none	none
626	none	sys_io_buffer_allocate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
626	none	sys_io_buffer_allocate	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_IO_BUFFER_ALLOCATE	none	none
627	none	sys_io_buffer_free	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
627	none	sys_io_buffer_free	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_IO_BUFFER_FREE	none	none
630	none	sys_gpio_set	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
630	none	sys_gpio_set	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_GPIO_SET	none	none
631	none	sys_gpio_get	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
631	none	sys_gpio_get	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_GPIO_GET	none	none
633	none	sys_fsw_connect_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
633	none	sys_fsw_connect_event	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_FSW_CONNECT_EVENT	none	none
634	none	sys_fsw_disconnect_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
634	none	sys_fsw_disconnect_event	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_FSW_DISCONNECT_EVENT	none	none
640	none	sys_usbbtaudio_initialize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
641	none	sys_usbbtaudio_finalize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
642	none	sys_usbbtaudio_discovery	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
643	none	sys_usbbtaudio_cancel_discovery	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
644	none	sys_usbbtaudio_pairing	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
645	none	sys_usbbtaudio_set_passkey	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
646	none	sys_usbbtaudio_connect	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
647	none	sys_usbbtaudio_disconnect	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
650	none	sys_rsxaudio_initialize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
651	none	sys_rsxaudio_finalize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
652	none	sys_rsxaudio_import_shared_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
653	none	sys_rsxaudio_unimport_shared_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
654	none	sys_rsxaudio_create_connection	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
655	none	sys_rsxaudio_close_connection	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
656	none	sys_rsxaudio_prepare_process	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
657	none	sys_rsxaudio_start_process	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
658	none	sys_rsxaudio_stop_process	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
659	none	sys_rsxaudio_get_dma_param	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
666	none	sys_rsx_device_open	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
666	none	sys_rsx_device_open	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_DEVICE_OPEN	none	none
667	none	sys_rsx_device_close	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
667	none	sys_rsx_device_close	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_DEVICE_CLOSE	none	none
668	none	sys_rsx_memory_allocate	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_RSX_MEMORY_ALLOCATE	none	none
668	none	sys_rsx_memory_allocate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
668	none	sys_rsx_memory_allocate	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_MEMORY_ALLOCATE	none	none
669	none	sys_rsx_memory_free	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_RSX_MEMORY_FREE	none	none
669	none	sys_rsx_memory_free	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
669	none	sys_rsx_memory_free	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_MEMORY_FREE	none	none
670	none	sys_rsx_context_allocate	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_RSX_CONTEXT_ALLOCATE	none	none
670	none	sys_rsx_context_allocate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
670	none	sys_rsx_context_allocate	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_CONTEXT_ALLOCATE	none	none
671	none	sys_rsx_context_free	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_RSX_CONTEXT_FREE	none	none
671	none	sys_rsx_context_free	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
671	none	sys_rsx_context_free	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_CONTEXT_FREE	none	none
672	none	sys_rsx_context_iomap	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_RSX_CONTEXT_IOMAP	none	none
672	none	sys_rsx_context_iomap	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
672	none	sys_rsx_context_iomap	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_CONTEXT_IOMAP	none	none
673	none	sys_rsx_context_iounmap	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
673	none	sys_rsx_context_iounmap	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_CONTEXT_IOUNMAP	none	none
674	none	sys_rsx_context_attribute	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_RSX_CONTEXT_ATTRIBUTE	none	none
674	none	sys_rsx_context_attribute	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
674	none	sys_rsx_context_attribute	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_CONTEXT_ATTRIBUTE	none	none
675	none	sys_rsx_device_map	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_RSX_DEVICE_MAP	none	none
675	none	sys_rsx_device_map	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
675	none	sys_rsx_device_map	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_DEVICE_MAP	none	none
676	none	sys_rsx_device_unmap	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
676	none	sys_rsx_device_unmap	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_DEVICE_UNMAP	none	none
677	none	sys_rsx_attribute	cellgov	cellgov_ps3_abi::lv2::syscall::RSX_ATTRIBUTE	none	none
677	none	sys_rsx_attribute	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
677	none	sys_rsx_attribute	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_RSX_ATTRIBUTE	none	none
699	none	sys_bdemu_send_command	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
699	none	sys_bdemu_send_command	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_BDEMU_SEND_COMMAND	none	none
700	none	sys_net_bnet_accept	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
701	none	sys_net_bnet_bind	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
702	none	sys_net_bnet_connect	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
703	none	sys_net_bnet_getpeername	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
704	none	sys_net_bnet_getsockname	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
705	none	sys_net_bnet_getsockopt	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
706	none	sys_net_bnet_listen	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
707	none	sys_net_bnet_recvfrom	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
708	none	sys_net_bnet_recvmsg	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
709	none	sys_net_bnet_sendmsg	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
710	none	sys_net_bnet_sendto	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
711	none	sys_net_bnet_setsockop	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
712	none	sys_net_bnet_shutdown	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
713	none	sys_net_bnet_socket	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
714	none	sys_net_bnet_close	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
715	none	sys_net_bnet_poll	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
716	none	sys_net_bnet_select	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
717	none	sys_net_open_dump	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
718	none	sys_net_read_dump	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
719	none	sys_net_close_dump	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
720	none	sys_net_write_dump	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
721	none	sys_net_abort	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
722	none	sys_net_infoctl	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
723	none	sys_net_control	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
724	none	sys_net_bnet_ioctl	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
725	none	sys_net_bnet_sysctl	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
726	none	sys_net_eurus_post_command	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
800	none	sys_fs_test	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
801	none	sys_fs_open	cellgov	cellgov_ps3_abi::lv2::syscall::FS_OPEN	none	none
801	none	sys_fs_open	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
802	none	sys_fs_read	cellgov	cellgov_ps3_abi::lv2::syscall::FS_READ	none	none
802	none	sys_fs_read	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
803	none	sys_fs_write	cellgov	cellgov_ps3_abi::lv2::syscall::FS_WRITE	none	none
803	none	sys_fs_write	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
804	none	sys_fs_close	cellgov	cellgov_ps3_abi::lv2::syscall::FS_CLOSE	none	none
804	none	sys_fs_close	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
805	none	sys_fs_opendir	cellgov	cellgov_ps3_abi::lv2::syscall::FS_OPENDIR	none	none
805	none	sys_fs_opendir	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
806	none	sys_fs_readdir	cellgov	cellgov_ps3_abi::lv2::syscall::FS_READDIR	none	none
806	none	sys_fs_readdir	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
807	none	sys_fs_closedir	cellgov	cellgov_ps3_abi::lv2::syscall::FS_CLOSEDIR	none	none
807	none	sys_fs_closedir	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
808	none	sys_fs_stat	cellgov	cellgov_ps3_abi::lv2::syscall::FS_STAT	none	none
808	none	sys_fs_stat	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
809	none	sys_fs_fstat	cellgov	cellgov_ps3_abi::lv2::syscall::FS_FSTAT	none	none
809	none	sys_fs_fstat	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
810	none	sys_fs_link	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
811	none	sys_fs_mkdir	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
812	none	sys_fs_rename	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
813	none	sys_fs_rmdir	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
814	none	sys_fs_unlink	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
815	none	sys_fs_utime	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
816	none	sys_fs_access	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
817	none	sys_fs_fcntl	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
818	none	sys_fs_lseek	cellgov	cellgov_ps3_abi::lv2::syscall::FS_LSEEK	none	none
818	none	sys_fs_lseek	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
819	none	sys_fs_fdatasync	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
820	none	sys_fs_fsync	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
821	none	sys_fs_fget_block_size	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
822	none	sys_fs_get_block_size	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
823	none	sys_fs_acl_read	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
824	none	sys_fs_acl_write	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
825	none	sys_fs_lsn_get_cda_size	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
826	none	sys_fs_lsn_get_cda	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
827	none	sys_fs_lsn_lock	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
828	none	sys_fs_lsn_unlock	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
829	none	sys_fs_lsn_read	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
830	none	sys_fs_lsn_write	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
831	none	sys_fs_truncate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
832	none	sys_fs_ftruncate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
833	none	sys_fs_symbolic_link	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
834	none	sys_fs_chmod	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
835	none	sys_fs_chown	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
836	none	sys_fs_newfs	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
837	none	sys_fs_mount	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
838	none	sys_fs_unmount	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
839	none	sys_fs_sync	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
840	none	sys_fs_disk_free	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
841	none	sys_fs_get_mount_info_size	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
842	none	sys_fs_get_mount_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
843	none	sys_fs_get_fs_info_size	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
844	none	sys_fs_get_fs_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
845	none	sys_fs_mapped_allocate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
846	none	sys_fs_mapped_free	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
847	none	sys_fs_truncate2	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
860	none	syscall_sys_ss_get_cache_of_analog_sunset_flag	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
861	none	sys_ss_protected_file_db	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
862	none	sys_ss_virtual_trm_manager	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
863	none	sys_ss_update_manager	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
864	none	sys_ss_sec_hw_framework	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
865	none	sys_ss_random_number_generator	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
