record	from_fw	to_fw	comparison	kind	ordinal
1378	2.17	2.20	compared	retargeted	724
1379	2.17	2.20	compared	retargeted	800
1380	2.17	2.20	compared	retargeted	801
1381	2.17	2.20	compared	retargeted	802
1382	2.17	2.20	compared	retargeted	803
1383	2.17	2.20	compared	retargeted	804
1384	2.17	2.20	compared	retargeted	805
1385	2.17	2.20	compared	retargeted	806
1386	2.17	2.20	compared	retargeted	807
1387	2.17	2.20	compared	retargeted	808
1388	2.17	2.20	compared	retargeted	809
1389	2.17	2.20	compared	retargeted	810
1390	2.17	2.20	compared	retargeted	811
1391	2.17	2.20	compared	retargeted	812
1392	2.17	2.20	compared	retargeted	813
1393	2.17	2.20	compared	retargeted	814
1394	2.17	2.20	compared	retargeted	815
1395	2.17	2.20	compared	retargeted	816
1396	2.17	2.20	compared	retargeted	817
1397	2.17	2.20	compared	retargeted	818
1398	2.17	2.20	compared	retargeted	819
1399	2.17	2.20	compared	retargeted	820
1400	2.17	2.20	compared	retargeted	821
1401	2.17	2.20	compared	retargeted	822
1402	2.17	2.20	compared	retargeted	823
1403	2.17	2.20	compared	retargeted	824
1404	2.17	2.20	compared	retargeted	825
1405	2.17	2.20	compared	retargeted	826
1406	2.17	2.20	compared	retargeted	827
1407	2.17	2.20	compared	retargeted	828
1408	2.17	2.20	compared	retargeted	829
1409	2.17	2.20	compared	retargeted	830
1410	2.17	2.20	compared	retargeted	831
1411	2.17	2.20	compared	retargeted	832
1412	2.17	2.20	compared	retargeted	833
1413	2.17	2.20	compared	retargeted	834
1414	2.17	2.20	compared	retargeted	835
1415	2.17	2.20	compared	retargeted	836
1416	2.17	2.20	compared	retargeted	837
1417	2.17	2.20	compared	retargeted	838
1418	2.17	2.20	compared	retargeted	845
1419	2.17	2.20	compared	retargeted	846
1420	2.17	2.20	compared	retargeted	847
1421	2.17	2.20	compared	retargeted	861
1422	2.17	2.20	compared	retargeted	862
1423	2.17	2.20	compared	retargeted	863
1424	2.17	2.20	compared	retargeted	864
1425	2.17	2.20	compared	retargeted	870
1426	2.20	2.30	compared	retargeted	119
1427	2.20	2.30	compared	retargeted	127
1428	2.20	2.30	compared	retargeted	131
1429	2.20	2.30	compared	retargeted	133
1430	2.20	2.30	compared	retargeted	140
1431	2.20	2.30	compared	retargeted	163
1432	2.20	2.30	compared	retargeted	260
1433	2.36	2.40	compared	class_changed	117
1434	2.36	2.40	compared	class_changed	399
1435	2.36	2.40	compared	class_changed	474
1436	2.36	2.40	compared	class_changed	475
1437	2.36	2.40	compared	class_changed	586
1438	2.36	2.40	compared	class_changed	588
1439	2.36	2.40	compared	class_changed	589
1440	2.36	2.40	compared	class_changed	594
1441	2.36	2.40	compared	class_changed	595
1442	2.36	2.40	compared	class_changed	596
1443	2.36	2.40	compared	class_changed	619
1444	2.36	2.40	compared	class_changed	696
1445	2.36	2.40	compared	class_changed	877
1446	2.36	2.40	compared	class_changed	878
1447	2.36	2.40	compared	retargeted	0
1448	2.36	2.40	compared	retargeted	1
1449	2.36	2.40	compared	retargeted	2
1450	2.36	2.40	compared	retargeted	3
1451	2.36	2.40	compared	retargeted	4
1452	2.36	2.40	compared	retargeted	5
1453	2.36	2.40	compared	retargeted	12
1454	2.36	2.40	compared	retargeted	13
1455	2.36	2.40	compared	retargeted	14
1456	2.36	2.40	compared	retargeted	18
1457	2.36	2.40	compared	retargeted	19
1458	2.36	2.40	compared	retargeted	20
1459	2.36	2.40	compared	retargeted	21
1460	2.36	2.40	compared	retargeted	22
1461	2.36	2.40	compared	retargeted	23
1462	2.36	2.40	compared	retargeted	24
1463	2.36	2.40	compared	retargeted	25
1464	2.36	2.40	compared	retargeted	26
1465	2.36	2.40	compared	retargeted	27
1466	2.36	2.40	compared	retargeted	28
1467	2.36	2.40	compared	retargeted	29
1468	2.36	2.40	compared	retargeted	30
1469	2.36	2.40	compared	retargeted	41
1470	2.36	2.40	compared	retargeted	42
1471	2.36	2.40	compared	retargeted	43
1472	2.36	2.40	compared	retargeted	44
1473	2.36	2.40	compared	retargeted	45
1474	2.36	2.40	compared	retargeted	46
1475	2.36	2.40	compared	retargeted	47
1476	2.36	2.40	compared	retargeted	50
1477	2.36	2.40	compared	retargeted	51
1478	2.36	2.40	compared	retargeted	52
1479	2.36	2.40	compared	retargeted	53
1480	2.36	2.40	compared	retargeted	54
1481	2.36	2.40	compared	retargeted	55
1482	2.36	2.40	compared	retargeted	56
1483	2.36	2.40	compared	retargeted	57
1484	2.36	2.40	compared	retargeted	70
1485	2.36	2.40	compared	retargeted	71
1486	2.36	2.40	compared	retargeted	72
1487	2.36	2.40	compared	retargeted	73
1488	2.36	2.40	compared	retargeted	74
1489	2.36	2.40	compared	retargeted	75
1490	2.36	2.40	compared	retargeted	76
1491	2.36	2.40	compared	retargeted	80
1492	2.36	2.40	compared	retargeted	81
1493	2.36	2.40	compared	retargeted	84
1494	2.36	2.40	compared	retargeted	88
1495	2.36	2.40	compared	retargeted	89
1496	2.36	2.40	compared	retargeted	90
1497	2.36	2.40	compared	retargeted	91
1498	2.36	2.40	compared	retargeted	92
1499	2.36	2.40	compared	retargeted	93
1500	2.36	2.40	compared	retargeted	94
1501	2.36	2.40	compared	retargeted	95
1502	2.36	2.40	compared	retargeted	96
1503	2.36	2.40	compared	retargeted	97
1504	2.36	2.40	compared	retargeted	98
1505	2.36	2.40	compared	retargeted	99
1506	2.36	2.40	compared	retargeted	100
1507	2.36	2.40	compared	retargeted	101
1508	2.36	2.40	compared	retargeted	102
1509	2.36	2.40	compared	retargeted	103
1510	2.36	2.40	compared	retargeted	104
1511	2.36	2.40	compared	retargeted	105
1512	2.36	2.40	compared	retargeted	106
1513	2.36	2.40	compared	retargeted	107
1514	2.36	2.40	compared	retargeted	108
1515	2.36	2.40	compared	retargeted	109
1516	2.36	2.40	compared	retargeted	110
1517	2.36	2.40	compared	retargeted	111
1518	2.36	2.40	compared	retargeted	112
1519	2.36	2.40	compared	retargeted	113
1520	2.36	2.40	compared	retargeted	114
1521	2.36	2.40	compared	retargeted	115
1522	2.36	2.40	compared	retargeted	116
1523	2.36	2.40	compared	retargeted	118
1524	2.36	2.40	compared	retargeted	119
1525	2.36	2.40	compared	retargeted	120
1526	2.36	2.40	compared	retargeted	121
1527	2.36	2.40	compared	retargeted	122
1528	2.36	2.40	compared	retargeted	123
1529	2.36	2.40	compared	retargeted	124
1530	2.36	2.40	compared	retargeted	125
1531	2.36	2.40	compared	retargeted	126
1532	2.36	2.40	compared	retargeted	127
1533	2.36	2.40	compared	retargeted	128
1534	2.36	2.40	compared	retargeted	129
1535	2.36	2.40	compared	retargeted	130
1536	2.36	2.40	compared	retargeted	131
1537	2.36	2.40	compared	retargeted	132
1538	2.36	2.40	compared	retargeted	133
1539	2.36	2.40	compared	retargeted	134
1540	2.36	2.40	compared	retargeted	135
1541	2.36	2.40	compared	retargeted	136
1542	2.36	2.40	compared	retargeted	137
1543	2.36	2.40	compared	retargeted	138
1544	2.36	2.40	compared	retargeted	139
1545	2.36	2.40	compared	retargeted	140
1546	2.36	2.40	compared	retargeted	141
1547	2.36	2.40	compared	retargeted	142
1548	2.36	2.40	compared	retargeted	143
1549	2.36	2.40	compared	retargeted	155
1550	2.36	2.40	compared	retargeted	156
1551	2.36	2.40	compared	retargeted	157
1552	2.36	2.40	compared	retargeted	158
1553	2.36	2.40	compared	retargeted	159
1554	2.36	2.40	compared	retargeted	162
1555	2.36	2.40	compared	retargeted	163
1556	2.36	2.40	compared	retargeted	164
1557	2.36	2.40	compared	retargeted	167
1558	2.36	2.40	compared	retargeted	168
1559	2.36	2.40	compared	retargeted	169
1560	2.36	2.40	compared	retargeted	170
1561	2.36	2.40	compared	retargeted	171
1562	2.36	2.40	compared	retargeted	172
1563	2.36	2.40	compared	retargeted	183
1564	2.36	2.40	compared	retargeted	184
1565	2.36	2.40	compared	retargeted	189
1566	2.36	2.40	compared	retargeted	190
1567	2.36	2.40	compared	retargeted	191
1568	2.36	2.40	compared	retargeted	192
1569	2.36	2.40	compared	retargeted	193
1570	2.36	2.40	compared	retargeted	194
1571	2.36	2.40	compared	retargeted	195
1572	2.36	2.40	compared	retargeted	198
1573	2.36	2.40	compared	retargeted	199
1574	2.36	2.40	compared	retargeted	230
1575	2.36	2.40	compared	retargeted	231
1576	2.36	2.40	compared	retargeted	232
1577	2.36	2.40	compared	retargeted	233
1578	2.36	2.40	compared	retargeted	234
1579	2.36	2.40	compared	retargeted	235
1580	2.36	2.40	compared	retargeted	236
1581	2.36	2.40	compared	retargeted	237
1582	2.36	2.40	compared	retargeted	238
1583	2.36	2.40	compared	retargeted	239
1584	2.36	2.40	compared	retargeted	240
1585	2.36	2.40	compared	retargeted	244
1586	2.36	2.40	compared	retargeted	245
1587	2.36	2.40	compared	retargeted	246
1588	2.36	2.40	compared	retargeted	247
1589	2.36	2.40	compared	retargeted	251
1590	2.36	2.40	compared	retargeted	252
1591	2.36	2.40	compared	retargeted	260
1592	2.36	2.40	compared	retargeted	300
1593	2.36	2.40	compared	retargeted	301
1594	2.36	2.40	compared	retargeted	302
1595	2.36	2.40	compared	retargeted	303
1596	2.36	2.40	compared	retargeted	304
1597	2.36	2.40	compared	retargeted	305
1598	2.36	2.40	compared	retargeted	306
1599	2.36	2.40	compared	retargeted	307
1600	2.36	2.40	compared	retargeted	308
1601	2.36	2.40	compared	retargeted	309
1602	2.36	2.40	compared	retargeted	310
1603	2.36	2.40	compared	retargeted	311
1604	2.36	2.40	compared	retargeted	312
1605	2.36	2.40	compared	retargeted	313
1606	2.36	2.40	compared	retargeted	314
1607	2.36	2.40	compared	retargeted	315
1608	2.36	2.40	compared	retargeted	326
1609	2.36	2.40	compared	retargeted	327
1610	2.36	2.40	compared	retargeted	328
1611	2.36	2.40	compared	retargeted	329
1612	2.36	2.40	compared	retargeted	330
1613	2.36	2.40	compared	retargeted	331
1614	2.36	2.40	compared	retargeted	332
1615	2.36	2.40	compared	retargeted	333
1616	2.36	2.40	compared	retargeted	334
1617	2.36	2.40	compared	retargeted	335
1618	2.36	2.40	compared	retargeted	336
1619	2.36	2.40	compared	retargeted	337
1620	2.36	2.40	compared	retargeted	338
1621	2.36	2.40	compared	retargeted	339
1622	2.36	2.40	compared	retargeted	340
1623	2.36	2.40	compared	retargeted	341
1624	2.36	2.40	compared	retargeted	344
1625	2.36	2.40	compared	retargeted	345
1626	2.36	2.40	compared	retargeted	346
1627	2.36	2.40	compared	retargeted	347
1628	2.36	2.40	compared	retargeted	348
1629	2.36	2.40	compared	retargeted	349
1630	2.36	2.40	compared	retargeted	350
1631	2.36	2.40	compared	retargeted	351
1632	2.36	2.40	compared	retargeted	356
1633	2.36	2.40	compared	retargeted	357
1634	2.36	2.40	compared	retargeted	358
1635	2.36	2.40	compared	retargeted	359
1636	2.36	2.40	compared	retargeted	360
1637	2.36	2.40	compared	retargeted	361
1638	2.36	2.40	compared	retargeted	362
1639	2.36	2.40	compared	retargeted	363
1640	2.36	2.40	compared	retargeted	367
1641	2.36	2.40	compared	retargeted	368
1642	2.36	2.40	compared	retargeted	369
1643	2.36	2.40	compared	retargeted	370
1644	2.36	2.40	compared	retargeted	371
1645	2.36	2.40	compared	retargeted	372
1646	2.36	2.40	compared	retargeted	373
1647	2.36	2.40	compared	retargeted	374
1648	2.36	2.40	compared	retargeted	375
1649	2.36	2.40	compared	retargeted	376
1650	2.36	2.40	compared	retargeted	377
1651	2.36	2.40	compared	retargeted	378
1652	2.36	2.40	compared	retargeted	379
1653	2.36	2.40	compared	retargeted	380
1654	2.36	2.40	compared	retargeted	381
1655	2.36	2.40	compared	retargeted	382
1656	2.36	2.40	compared	retargeted	383
1657	2.36	2.40	compared	retargeted	384
1658	2.36	2.40	compared	retargeted	385
1659	2.36	2.40	compared	retargeted	386
1660	2.36	2.40	compared	retargeted	387
1661	2.36	2.40	compared	retargeted	388
1662	2.36	2.40	compared	retargeted	389
1663	2.36	2.40	compared	retargeted	390
1664	2.36	2.40	compared	retargeted	391
1665	2.36	2.40	compared	retargeted	392
1666	2.36	2.40	compared	retargeted	395
1667	2.36	2.40	compared	retargeted	396
1668	2.36	2.40	compared	retargeted	397
1669	2.36	2.40	compared	retargeted	398
1670	2.36	2.40	compared	retargeted	400
1671	2.36	2.40	compared	retargeted	401
1672	2.36	2.40	compared	retargeted	404
1673	2.36	2.40	compared	retargeted	450
1674	2.36	2.40	compared	retargeted	451
1675	2.36	2.40	compared	retargeted	452
1676	2.36	2.40	compared	retargeted	453
1677	2.36	2.40	compared	retargeted	454
1678	2.36	2.40	compared	retargeted	455
1679	2.36	2.40	compared	retargeted	456
1680	2.36	2.40	compared	retargeted	457
1681	2.36	2.40	compared	retargeted	458
1682	2.36	2.40	compared	retargeted	461
1683	2.36	2.40	compared	retargeted	462
1684	2.36	2.40	compared	retargeted	466
1685	2.36	2.40	compared	retargeted	470
1686	2.36	2.40	compared	retargeted	471
1687	2.36	2.40	compared	retargeted	472
1688	2.36	2.40	compared	retargeted	473
1689	2.36	2.40	compared	retargeted	480
1690	2.36	2.40	compared	retargeted	481
1691	2.36	2.40	compared	retargeted	482
1692	2.36	2.40	compared	retargeted	483
1693	2.36	2.40	compared	retargeted	484
1694	2.36	2.40	compared	retargeted	485
1695	2.36	2.40	compared	retargeted	486
1696	2.36	2.40	compared	retargeted	487
1697	2.36	2.40	compared	retargeted	488
1698	2.36	2.40	compared	retargeted	489
1699	2.36	2.40	compared	retargeted	490
1700	2.36	2.40	compared	retargeted	491
1701	2.36	2.40	compared	retargeted	492
1702	2.36	2.40	compared	retargeted	493
1703	2.36	2.40	compared	retargeted	494
1704	2.36	2.40	compared	retargeted	495
1705	2.36	2.40	compared	retargeted	496
1706	2.36	2.40	compared	retargeted	497
1707	2.36	2.40	compared	retargeted	498
1708	2.36	2.40	compared	retargeted	499
1709	2.36	2.40	compared	retargeted	500
1710	2.36	2.40	compared	retargeted	501
1711	2.36	2.40	compared	retargeted	504
1712	2.36	2.40	compared	retargeted	505
1713	2.36	2.40	compared	retargeted	506
1714	2.36	2.40	compared	retargeted	507
1715	2.36	2.40	compared	retargeted	508
1716	2.36	2.40	compared	retargeted	511
1717	2.36	2.40	compared	retargeted	512
1718	2.36	2.40	compared	retargeted	515
1719	2.36	2.40	compared	retargeted	516
1720	2.36	2.40	compared	retargeted	517
1721	2.36	2.40	compared	retargeted	518
1722	2.36	2.40	compared	retargeted	519
1723	2.36	2.40	compared	retargeted	520
1724	2.36	2.40	compared	retargeted	521
1725	2.36	2.40	compared	retargeted	522
1726	2.36	2.40	compared	retargeted	523
1727	2.36	2.40	compared	retargeted	524
1728	2.36	2.40	compared	retargeted	525
1729	2.36	2.40	compared	retargeted	530
1730	2.36	2.40	compared	retargeted	531
1731	2.36	2.40	compared	retargeted	532
1732	2.36	2.40	compared	retargeted	533
1733	2.36	2.40	compared	retargeted	534
1734	2.36	2.40	compared	retargeted	535
1735	2.36	2.40	compared	retargeted	536
1736	2.36	2.40	compared	retargeted	540
1737	2.36	2.40	compared	retargeted	541
1738	2.36	2.40	compared	retargeted	542
1739	2.36	2.40	compared	retargeted	543
1740	2.36	2.40	compared	retargeted	544
1741	2.36	2.40	compared	retargeted	545
1742	2.36	2.40	compared	retargeted	546
1743	2.36	2.40	compared	retargeted	547
1744	2.36	2.40	compared	retargeted	548
1745	2.36	2.40	compared	retargeted	549
1746	2.36	2.40	compared	retargeted	550
1747	2.36	2.40	compared	retargeted	551
1748	2.36	2.40	compared	retargeted	552
1749	2.36	2.40	compared	retargeted	556
1750	2.36	2.40	compared	retargeted	557
1751	2.36	2.40	compared	retargeted	558
1752	2.36	2.40	compared	retargeted	559
1753	2.36	2.40	compared	retargeted	560
1754	2.36	2.40	compared	retargeted	561
1755	2.36	2.40	compared	retargeted	562
1756	2.36	2.40	compared	retargeted	563
1757	2.36	2.40	compared	retargeted	564
1758	2.36	2.40	compared	retargeted	565
1759	2.36	2.40	compared	retargeted	566
1760	2.36	2.40	compared	retargeted	576
1761	2.36	2.40	compared	retargeted	577
1762	2.36	2.40	compared	retargeted	580
1763	2.36	2.40	compared	retargeted	581
1764	2.36	2.40	compared	retargeted	582
1765	2.36	2.40	compared	retargeted	583
1766	2.36	2.40	compared	retargeted	584
1767	2.36	2.40	compared	retargeted	585
1768	2.36	2.40	compared	retargeted	587
1769	2.36	2.40	compared	retargeted	590
1770	2.36	2.40	compared	retargeted	593
1771	2.36	2.40	compared	retargeted	597
1772	2.36	2.40	compared	retargeted	598
1773	2.36	2.40	compared	retargeted	599
1774	2.36	2.40	compared	retargeted	600
1775	2.36	2.40	compared	retargeted	601
1776	2.36	2.40	compared	retargeted	602
1777	2.36	2.40	compared	retargeted	603
1778	2.36	2.40	compared	retargeted	604
1779	2.36	2.40	compared	retargeted	605
1780	2.36	2.40	compared	retargeted	606
1781	2.36	2.40	compared	retargeted	607
1782	2.36	2.40	compared	retargeted	608
1783	2.36	2.40	compared	retargeted	609
1784	2.36	2.40	compared	retargeted	610
1785	2.36	2.40	compared	retargeted	611
1786	2.36	2.40	compared	retargeted	612
1787	2.36	2.40	compared	retargeted	613
1788	2.36	2.40	compared	retargeted	614
1789	2.36	2.40	compared	retargeted	615
1790	2.36	2.40	compared	retargeted	616
1791	2.36	2.40	compared	retargeted	617
1792	2.36	2.40	compared	retargeted	618
1793	2.36	2.40	compared	retargeted	620
1794	2.36	2.40	compared	retargeted	624
1795	2.36	2.40	compared	retargeted	625
1796	2.36	2.40	compared	retargeted	626
1797	2.36	2.40	compared	retargeted	627
1798	2.36	2.40	compared	retargeted	630
1799	2.36	2.40	compared	retargeted	631
1800	2.36	2.40	compared	retargeted	635
1801	2.36	2.40	compared	retargeted	636
1802	2.36	2.40	compared	retargeted	637
1803	2.36	2.40	compared	retargeted	638
1804	2.36	2.40	compared	retargeted	639
1805	2.36	2.40	compared	retargeted	650
1806	2.36	2.40	compared	retargeted	651
1807	2.36	2.40	compared	retargeted	652
1808	2.36	2.40	compared	retargeted	653
1809	2.36	2.40	compared	retargeted	654
1810	2.36	2.40	compared	retargeted	655
1811	2.36	2.40	compared	retargeted	656
1812	2.36	2.40	compared	retargeted	657
1813	2.36	2.40	compared	retargeted	658
1814	2.36	2.40	compared	retargeted	659
1815	2.36	2.40	compared	retargeted	666
1816	2.36	2.40	compared	retargeted	669
1817	2.36	2.40	compared	retargeted	677
1818	2.36	2.40	compared	retargeted	680
1819	2.36	2.40	compared	retargeted	683
1820	2.36	2.40	compared	retargeted	690
1821	2.36	2.40	compared	retargeted	691
1822	2.36	2.40	compared	retargeted	692
1823	2.36	2.40	compared	retargeted	693
1824	2.36	2.40	compared	retargeted	800
1825	2.36	2.40	compared	retargeted	801
1826	2.36	2.40	compared	retargeted	802
1827	2.36	2.40	compared	retargeted	803
1828	2.36	2.40	compared	retargeted	804
1829	2.36	2.40	compared	retargeted	805
1830	2.36	2.40	compared	retargeted	808
1831	2.36	2.40	compared	retargeted	809
1832	2.36	2.40	compared	retargeted	810
1833	2.36	2.40	compared	retargeted	811
1834	2.36	2.40	compared	retargeted	812
1835	2.36	2.40	compared	retargeted	813
1836	2.36	2.40	compared	retargeted	814
1837	2.36	2.40	compared	retargeted	815
1838	2.36	2.40	compared	retargeted	816
1839	2.36	2.40	compared	retargeted	822
1840	2.36	2.40	compared	retargeted	823
1841	2.36	2.40	compared	retargeted	824
1842	2.36	2.40	compared	retargeted	830
1843	2.36	2.40	compared	retargeted	831
1844	2.36	2.40	compared	retargeted	832
1845	2.36	2.40	compared	retargeted	833
1846	2.36	2.40	compared	retargeted	834
1847	2.36	2.40	compared	retargeted	835
1848	2.36	2.40	compared	retargeted	836
1849	2.36	2.40	compared	retargeted	837
1850	2.36	2.40	compared	retargeted	838
1851	2.36	2.40	compared	retargeted	847
1852	2.36	2.40	compared	retargeted	861
1853	2.36	2.40	compared	retargeted	862
1854	2.36	2.40	compared	retargeted	863
1855	2.36	2.40	compared	retargeted	864
1856	2.36	2.40	compared	retargeted	865
1857	2.36	2.40	compared	retargeted	866
1858	2.36	2.40	compared	retargeted	867
1859	2.36	2.40	compared	retargeted	868
1860	2.36	2.40	compared	retargeted	869
1861	2.36	2.40	compared	retargeted	870
1862	2.36	2.40	compared	retargeted	871
1863	2.36	2.40	compared	retargeted	872
1864	2.36	2.40	compared	retargeted	876
1865	2.42	2.43	compared	retargeted	0
1866	2.42	2.43	compared	retargeted	20
1867	2.42	2.43	compared	retargeted	42
1868	2.42	2.43	compared	retargeted	118
1869	2.42	2.43	compared	retargeted	132
1870	2.42	2.43	compared	retargeted	139
1871	2.42	2.43	compared	retargeted	162
1872	2.42	2.43	compared	retargeted	164
1873	2.42	2.43	compared	retargeted	168
1874	2.42	2.43	compared	retargeted	183
1875	2.42	2.43	compared	retargeted	189
1876	2.42	2.43	compared	retargeted	195
1877	2.42	2.43	compared	retargeted	344
1878	2.42	2.43	compared	retargeted	347
1879	2.42	2.43	compared	retargeted	371
1880	2.42	2.43	compared	retargeted	399
1881	2.42	2.43	compared	retargeted	462
1882	2.42	2.43	compared	retargeted	491
1883	2.42	2.43	compared	retargeted	515
1884	2.42	2.43	compared	retargeted	576
1885	2.42	2.43	compared	retargeted	577
1886	2.42	2.43	compared	retargeted	620
1887	2.42	2.43	compared	retargeted	638
1888	2.42	2.43	compared	retargeted	870
1889	2.43	2.45	not_compared	none	none
1890	2.45	2.50	not_compared	none	none
1891	2.52	2.53	compared	retargeted	0
1892	2.52	2.53	compared	retargeted	20
1893	2.52	2.53	compared	retargeted	42
1894	2.52	2.53	compared	retargeted	162
1895	2.52	2.53	compared	retargeted	164
1896	2.52	2.53	compared	retargeted	168
1897	2.52	2.53	compared	retargeted	183
1898	2.52	2.53	compared	retargeted	189
1899	2.52	2.53	compared	retargeted	195
1900	2.52	2.53	compared	retargeted	344
1901	2.52	2.53	compared	retargeted	347
1902	2.52	2.53	compared	retargeted	371
1903	2.52	2.53	compared	retargeted	399
1904	2.52	2.53	compared	retargeted	462
1905	2.52	2.53	compared	retargeted	491
1906	2.52	2.53	compared	retargeted	515
1907	2.52	2.53	compared	retargeted	576
1908	2.53	2.60	compared	class_changed	879
1909	2.53	2.60	compared	retargeted	0
1910	2.53	2.60	compared	retargeted	20
1911	2.53	2.60	compared	retargeted	41
1912	2.53	2.60	compared	retargeted	42
1913	2.53	2.60	compared	retargeted	162
1914	2.53	2.60	compared	retargeted	163
1915	2.53	2.60	compared	retargeted	164
1916	2.53	2.60	compared	retargeted	168
1917	2.53	2.60	compared	retargeted	183
1918	2.53	2.60	compared	retargeted	189
1919	2.53	2.60	compared	retargeted	195
1920	2.53	2.60	compared	retargeted	260
1921	2.53	2.60	compared	retargeted	344
1922	2.53	2.60	compared	retargeted	347
1923	2.53	2.60	compared	retargeted	371
1924	2.53	2.60	compared	retargeted	398
1925	2.53	2.60	compared	retargeted	399
1926	2.53	2.60	compared	retargeted	461
1927	2.53	2.60	compared	retargeted	462
1928	2.53	2.60	compared	retargeted	491
1929	2.53	2.60	compared	retargeted	515
1930	2.53	2.60	compared	retargeted	576
1931	2.53	2.60	compared	retargeted	577
1932	2.53	2.60	compared	retargeted	620
1933	2.53	2.60	compared	retargeted	870
1934	2.60	2.70	compared	class_changed	413
1935	2.60	2.70	compared	class_changed	414
1936	2.60	2.70	compared	class_changed	415
1937	2.60	2.70	compared	class_changed	476
1938	2.60	2.70	compared	class_changed	567
1939	2.60	2.70	compared	class_changed	568
1940	2.60	2.70	compared	class_changed	569
1941	2.60	2.70	compared	class_changed	621
1942	2.60	2.70	compared	retargeted	0
1943	2.60	2.70	compared	retargeted	1
1944	2.60	2.70	compared	retargeted	14
1945	2.60	2.70	compared	retargeted	18
1946	2.60	2.70	compared	retargeted	19
1947	2.60	2.70	compared	retargeted	20
1948	2.60	2.70	compared	retargeted	30
1949	2.60	2.70	compared	retargeted	31
1950	2.60	2.70	compared	retargeted	41
1951	2.60	2.70	compared	retargeted	42
1952	2.60	2.70	compared	retargeted	43
1953	2.60	2.70	compared	retargeted	44
1954	2.60	2.70	compared	retargeted	45
1955	2.60	2.70	compared	retargeted	49
1956	2.60	2.70	compared	retargeted	52
1957	2.60	2.70	compared	retargeted	56
1958	2.60	2.70	compared	retargeted	57
1959	2.60	2.70	compared	retargeted	84
1960	2.60	2.70	compared	retargeted	88
1961	2.60	2.70	compared	retargeted	89
1962	2.60	2.70	compared	retargeted	114
1963	2.60	2.70	compared	retargeted	117
1964	2.60	2.70	compared	retargeted	118
1965	2.60	2.70	compared	retargeted	119
1966	2.60	2.70	compared	retargeted	132
1967	2.60	2.70	compared	retargeted	139
1968	2.60	2.70	compared	retargeted	140
1969	2.60	2.70	compared	retargeted	143
1970	2.60	2.70	compared	retargeted	162
1971	2.60	2.70	compared	retargeted	163
1972	2.60	2.70	compared	retargeted	164
1973	2.60	2.70	compared	retargeted	168
1974	2.60	2.70	compared	retargeted	169
1975	2.60	2.70	compared	retargeted	172
1976	2.60	2.70	compared	retargeted	183
1977	2.60	2.70	compared	retargeted	184
1978	2.60	2.70	compared	retargeted	189
1979	2.60	2.70	compared	retargeted	193
1980	2.60	2.70	compared	retargeted	194
1981	2.60	2.70	compared	retargeted	195
1982	2.60	2.70	compared	retargeted	198
1983	2.60	2.70	compared	retargeted	199
1984	2.60	2.70	compared	retargeted	260
1985	2.60	2.70	compared	retargeted	300
1986	2.60	2.70	compared	retargeted	301
1987	2.60	2.70	compared	retargeted	302
1988	2.60	2.70	compared	retargeted	303
1989	2.60	2.70	compared	retargeted	304
1990	2.60	2.70	compared	retargeted	305
1991	2.60	2.70	compared	retargeted	306
1992	2.60	2.70	compared	retargeted	307
1993	2.60	2.70	compared	retargeted	308
1994	2.60	2.70	compared	retargeted	309
1995	2.60	2.70	compared	retargeted	326
1996	2.60	2.70	compared	retargeted	327
1997	2.60	2.70	compared	retargeted	332
1998	2.60	2.70	compared	retargeted	333
1999	2.60	2.70	compared	retargeted	336
2000	2.60	2.70	compared	retargeted	341
2001	2.60	2.70	compared	retargeted	344
2002	2.60	2.70	compared	retargeted	347
2003	2.60	2.70	compared	retargeted	351
2004	2.60	2.70	compared	retargeted	352
2005	2.60	2.70	compared	retargeted	362
2006	2.60	2.70	compared	retargeted	363
2007	2.60	2.70	compared	retargeted	371
2008	2.60	2.70	compared	retargeted	372
2009	2.60	2.70	compared	retargeted	373
2010	2.60	2.70	compared	retargeted	382
2011	2.60	2.70	compared	retargeted	383
2012	2.60	2.70	compared	retargeted	384
2013	2.60	2.70	compared	retargeted	385
2014	2.60	2.70	compared	retargeted	386
2015	2.60	2.70	compared	retargeted	387
2016	2.60	2.70	compared	retargeted	388
2017	2.60	2.70	compared	retargeted	389
2018	2.60	2.70	compared	retargeted	398
2019	2.60	2.70	compared	retargeted	399
2020	2.60	2.70	compared	retargeted	400
2021	2.60	2.70	compared	retargeted	401
2022	2.60	2.70	compared	retargeted	404
2023	2.60	2.70	compared	retargeted	412
2024	2.60	2.70	compared	retargeted	461
2025	2.60	2.70	compared	retargeted	462
2026	2.60	2.70	compared	retargeted	463
2027	2.60	2.70	compared	retargeted	466
2028	2.60	2.70	compared	retargeted	467
2029	2.60	2.70	compared	retargeted	470
2030	2.60	2.70	compared	retargeted	471
2031	2.60	2.70	compared	retargeted	472
2032	2.60	2.70	compared	retargeted	473
2033	2.60	2.70	compared	retargeted	474
2034	2.60	2.70	compared	retargeted	475
2035	2.60	2.70	compared	retargeted	480
2036	2.60	2.70	compared	retargeted	481
2037	2.60	2.70	compared	retargeted	482
2038	2.60	2.70	compared	retargeted	485
2039	2.60	2.70	compared	retargeted	486
2040	2.60	2.70	compared	retargeted	491
2041	2.60	2.70	compared	retargeted	497
2042	2.60	2.70	compared	retargeted	500
